SU_ID,LS_Maria2017,SU_Area,SU_Perimeter,SU_P.A,SU_P.sqrt.A.,SU_Max.Distance,SU_D.A,SU_D.sqrt.A.,Dist2Stream..MEAN.,Dist2Stream..STDDEV.,Eastness..MEAN.,Eastness..STDDEV.,Elevation..MEAN.,Elevation..STDDEV.,Northness..MEAN.,Northness..STDDEV.,PlanarCurvature..MEAN.,PlanarCurvature..STDDEV.,ProfileCurvature..MEAN.,ProfileCurvature..STDDEV.,RSP..MEAN.,RSP..STDDEV.,Slope..MEAN.,Slope..STDDEV.,TWI..MEAN.,TWI..STDDEV.,UniqueID,Forest,Agriculture,Builtup,Roads,Bare,Quarry,RGA,CRL,YPD,YPC,YPV,YPI,BAP,BAO,BAY,IGO,IPL,IGY,IBP,OPL,PBA,PPD,PCR,PLI,PIC,PLP
Pol_2638,0,58739.25358,2365.791276,0.040276,9.761402,791.993486,0.013483,3.267815,44.833499,28.513482,-0.282328,0.632153,25.568179,12.95018,0.465792,0.5511,0.005354,0.031137,-0.004684,0.05032,0.309537,0.242676,34.695055,11.906937,3.762794,1.848144,2637,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2639,0,7954.308057,542.524833,0.068205,6.083008,221.225441,0.027812,2.480469,137.114463,26.429526,-0.134415,0.63342,18.213805,16.514678,0.64855,0.400118,-0.01683,0.056607,-0.00695,0.102703,0.349982,0.34106,37.122351,23.252187,3.633955,2.403298,2638,0,0.87,0.01,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2640,0,71184.26131,2233.162598,0.031372,8.370056,538.703953,0.007568,2.019102,116.817117,50.6256,0.364396,0.695601,31.486574,13.346809,0.330625,0.523491,0.004913,0.020781,0.01109,0.025969,0.63544,0.280253,18.954386,11.54758,4.29573,1.039545,2639,0,0.93,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2641,0,17708.73382,1150.778688,0.064984,8.647649,324.135705,0.018304,2.435752,124.764769,49.126118,0.204225,0.465983,17.356081,9.690557,0.593914,0.623232,0.003326,0.025434,0.002674,0.038352,0.367282,0.210814,30.863554,13.00065,4.140889,1.448972,2640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2642,0,125677.9899,2020.305001,0.016075,5.698851,697.553729,0.00555,1.967651,72.163957,37.235778,0.494289,0.508706,23.058279,10.143504,-0.124232,0.693876,0.001422,0.011609,0.002586,0.015058,0.61184,0.311619,13.009559,7.731481,4.895389,1.498398,2641,0,0.94,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2643,0,26706.16563,760.775371,0.028487,4.655332,315.197141,0.011802,1.928752,28.112898,20.338482,0.19092,0.654773,5.488628,3.573681,0.179881,0.708847,-0.001952,0.008077,-0.00934,0.012305,0.084782,0.134708,8.686207,8.048818,6.859763,3.150979,2642,0,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2644,0,59976.75109,1472.610285,0.024553,6.013071,437.452781,0.007294,1.78624,69.360649,42.712615,0.743131,0.36809,39.290415,20.096474,0.309683,0.465147,0.005432,0.019806,-4.10E-05,0.016119,0.554704,0.331711,18.387163,7.130651,4.559162,1.743013,2643,0,0.97,0,0.02,0,0,0,0,0,0,0,0.97,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
Pol_2645,0,232444.1571,4836.537389,0.020807,10.031716,1580.104772,0.006798,3.277378,59.82886,38.672418,-0.16333,0.651517,35.304816,19.159602,0.608756,0.422215,0.000182,0.018219,-0.000874,0.02034,0.463578,0.314887,17.141025,8.410581,4.690425,1.980374,2644,0,0.97,0,0.02,0,0,0,0,0,0,0,0.69,0,0,0,0.01,0.31,0,0,0,0,0,0,0,0,0
Pol_2646,0,82602.28208,2390.167199,0.028936,8.31634,838.831072,0.010155,2.918626,70.037729,39.00899,0.218955,0.535417,51.822675,20.717733,-0.72879,0.366404,0.003124,0.017955,0.003773,0.018704,0.530844,0.318265,17.719654,9.424994,4.516374,1.50942,2645,0,0.88,0.1,0.02,0,0,0,0,0,0,0,0.98,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
Pol_2647,0,243750.7632,3766.551657,0.015452,7.629058,1568.496175,0.006435,3.176951,32.448936,22.335037,0.439031,0.540222,40.835689,8.144237,-0.147461,0.702615,0.000186,0.005831,0.000248,0.010185,0.112215,0.111119,5.196581,4.48938,6.236873,2.345373,2646,0,0.68,0.27,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2648,0,44197.46764,1150.41783,0.026029,5.472136,415.435144,0.0094,1.97608,27.376983,17.617109,-0.048822,0.746145,4.075555,1.204643,0.269173,0.606984,0.000164,0.005069,-0.003096,0.014168,0.01616,0.01365,3.451402,3.505013,6.676681,3.403479,2647,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2649,0,137543.3383,2359.003609,0.017151,6.360757,952.85152,0.006928,2.569245,29.696426,20.242681,-0.07844,0.744686,13.608895,2.574865,0.23242,0.620702,0.000369,0.005491,-0.001312,0.010976,0.034467,0.033163,5.061926,5.245927,6.140604,2.914988,2648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2650,0,224276.2023,3285.223186,0.014648,6.937025,1192.294255,0.005316,2.51763,94.697758,57.086135,0.836543,0.239067,78.527783,50.341016,0.012564,0.492834,0.002425,0.024969,0.001876,0.027352,0.648822,0.311911,29.352696,10.49469,4.212393,1.433397,2649,0.01,0.93,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2651,0,40110.45686,1417.270129,0.035334,7.076587,609.638485,0.015199,3.043992,24.016944,13.62725,0.149885,0.719824,7.811889,3.246262,0.19196,0.65003,-0.000378,0.00743,-0.003651,0.014153,0.040118,0.030322,5.694467,6.959054,6.19163,3.005793,2650,0,0.87,0.01,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2652,0,46147.29326,1094.778521,0.023724,5.096278,445.731191,0.009659,2.074913,35.8724,25.336679,0.54068,0.58761,31.832664,3.442239,0.211048,0.563772,-0.000873,0.006116,-0.004677,0.01207,0.020429,0.025216,6.309023,6.613871,7.090886,2.484408,2651,0,0.84,0.02,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2653,0,53575.87216,1412.045947,0.026356,6.100483,478.081712,0.008923,2.065463,25.766677,17.612332,-0.450991,0.668952,34.452418,7.689415,0.290263,0.514644,-0.000579,0.008004,-0.000705,0.010746,0.039286,0.083688,6.781961,5.932087,6.438598,2.143841,2652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2654,12,403426.7678,3572.2058,0.008855,5.624114,1075.443305,0.002666,1.693188,111.684111,66.978119,0.667988,0.454019,655.673249,92.232486,-0.128936,0.575357,0.001472,0.016474,0.000881,0.01839,0.592188,0.348708,27.136958,12.32053,5.003012,1.512912,2653,1,0,0,0,0,0,0,0,0,0,0.79,0.19,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
Pol_2655,28248,433177.0278,5098.755925,0.011771,7.746964,1584.351807,0.003658,2.407237,62.865904,41.402753,-0.692393,0.43087,520.22968,71.879708,-0.198637,0.543587,-0.000299,0.024435,-0.002432,0.031146,0.234168,0.263768,31.558383,12.696071,4.920719,2.062185,2654,1,0,0,0,0,0,0,0,0,0,0.01,0.54,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0
Pol_2656,832,314122.2901,2744.949034,0.008738,4.897618,894.11999,0.002846,1.595315,136.504513,91.418081,0.521551,0.392619,783.970022,90.166959,0.510414,0.559743,0.001054,0.014965,-0.000805,0.017805,0.612929,0.337544,30.285217,9.436306,4.946789,1.548642,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.49,0,0,0
Pol_2657,0,70927.43744,1212.61828,0.017097,4.553203,467.726814,0.006594,1.756245,76.89289,47.339914,0.6831,0.343217,879.757026,39.34809,-0.507657,0.397317,-7.00E-06,0.016685,-0.000881,0.013344,0.432702,0.320372,25.910648,8.223909,5.122405,1.936227,2656,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0
Pol_2658,1412,521259.9177,3345.200076,0.006418,4.633348,1206.072629,0.002314,1.670499,114.942188,60.860479,0.019639,0.759365,294.800236,9.254936,-0.252613,0.599305,0.001038,0.003459,0.003773,0.007755,0.831541,0.21528,7.217417,6.948566,6.358294,1.636036,2657,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0.01,0,0,0,0,0,0
Pol_2659,180,262720.851,3838.175675,0.014609,7.488202,1281.438171,0.004878,2.50006,93.29608,38.069734,0.32016,0.771598,317.922798,13.391123,-0.206254,0.509504,0.001647,0.005552,0.005214,0.008236,0.691129,0.267898,11.58882,8.71274,5.557596,1.582814,2658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.71,0,0.09,0,0,0,0
Pol_2660,1828,67134.55595,1493.260446,0.022243,5.763184,587.897926,0.008757,2.268971,127.451589,71.878352,-0.337216,0.459952,167.043554,22.979952,0.76604,0.296499,0.002834,0.0087,-0.001038,0.012424,0.305131,0.208662,20.033033,7.250766,5.151818,1.635249,2659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2661,19576,283078.7627,2589.638923,0.009148,4.867271,741.484996,0.002619,1.393634,119.877717,66.972555,-0.19795,0.536841,251.291725,68.859811,-0.630087,0.524983,0.003179,0.013323,0.000994,0.020513,0.566562,0.377363,25.5607,13.684115,5.319397,2.627007,2660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.18,0,0,0.11,0,0,0,0,0,0
Pol_2662,5388,87683.51895,2093.675883,0.023878,7.070506,670.898426,0.007651,2.265676,48.83157,37.012873,-0.031631,0.457932,187.358042,36.246781,0.82601,0.327116,0.001603,0.01671,-0.007298,0.032531,0.214356,0.24366,32.456178,14.772627,5.972022,4.127324,2661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.97,0,0,0,0,0,0,0,0,0
Pol_2663,26472,220672.7549,2439.698452,0.011056,5.19352,954.437668,0.004325,2.031764,62.73324,41.080031,-0.081746,0.749217,225.055577,48.427455,0.428307,0.498542,-0.00163,0.013848,-0.001742,0.023707,0.405681,0.317763,24.941411,11.730853,5.299234,1.618366,2662,0.91,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0
Pol_2664,0,158867.0203,1959.796637,0.012336,4.916931,712.730649,0.004486,1.788169,131.919877,62.46854,0.170939,0.564826,227.298417,23.04787,0.737225,0.329015,0.001924,0.00474,0.002587,0.006911,0.675786,0.287794,11.341787,5.086797,5.762574,1.018593,2663,0.98,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2665,620,118363.3174,1890.758628,0.015974,5.495757,719.049133,0.006075,2.090018,176.171215,90.359983,0.253338,0.349662,409.804189,83.597132,0.894918,0.112595,0.000605,0.01025,0.000821,0.011155,0.609863,0.315293,29.261016,9.369546,4.922973,1.183053,2664,0.34,0.65,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2666,0,81616.70806,1276.330024,0.015638,4.467591,458.906941,0.005623,1.606331,199.428903,89.514473,-0.107434,0.465587,362.09705,64.721193,0.865284,0.151562,-0.000448,0.016646,0.00056,0.017382,0.59368,0.30479,31.902546,8.164245,4.733979,1.267379,2665,0.04,0.94,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2667,23420,113274.7562,1873.363781,0.016538,5.566158,768.492047,0.006784,2.283352,61.010603,40.288017,-0.295955,0.564661,239.896632,50.327882,0.688197,0.346342,-0.002222,0.013456,-0.001661,0.026054,0.429949,0.341744,24.211911,13.768367,5.764107,2.015022,2666,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0
Pol_2668,1276,39525.67143,1074.512948,0.027185,5.404705,316.092467,0.007997,1.589917,54.191362,35.077789,0.714315,0.270067,155.895605,19.6958,0.467094,0.445692,-0.001829,0.007344,-0.004416,0.017146,0.15843,0.155507,23.856135,7.394996,6.636312,3.536717,2667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2669,0,64689.96725,1473.007891,0.02277,5.791441,563.759382,0.008715,2.216539,69.689287,54.306107,-0.624721,0.380018,317.631932,46.83977,-0.486925,0.477717,0.000899,0.013472,0.000314,0.014532,0.236465,0.215039,19.726244,10.187237,5.091338,1.636455,2668,0.94,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2670,284,34638.2377,1033.215282,0.029829,5.551533,421.814571,0.012178,2.266437,28.820426,19.380674,0.343157,0.754825,263.016817,9.51236,0.220285,0.513767,-0.003532,0.010264,-0.005206,0.010731,0.430198,0.228285,17.6669,6.418706,5.542425,1.785438,2669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2671,25180,157925.7184,2451.451037,0.015523,6.168745,915.751152,0.005799,2.304364,78.970465,57.05446,0.839274,0.253311,275.22992,61.07504,0.124474,0.464713,0.002671,0.017341,-0.005648,0.02207,0.363229,0.33119,35.545733,13.07503,5.032184,2.42436,2670,0.39,0.61,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2672,0,122797.3426,2468.86714,0.020105,7.045361,822.904849,0.006701,2.348308,83.411048,44.576656,-0.350523,0.517864,778.402509,68.1702,-0.645525,0.438461,0.003733,0.024192,0.005253,0.021116,0.581963,0.243612,26.244536,11.169786,4.400698,1.403098,2671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.14,0,0,0,0,0,0
Pol_2673,1664,179956.8509,2583.39786,0.014356,6.089857,933.953077,0.00519,2.201612,50.501418,35.819094,0.008717,0.750615,733.922843,63.982205,-0.391621,0.532102,-0.002102,0.040795,-0.001995,0.043047,0.367844,0.305578,36.486758,10.871539,3.944855,1.826267,2672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2674,0,210948.3738,2260.952691,0.010718,4.9227,752.566273,0.003568,1.638539,191.756799,87.663619,-0.325446,0.493051,1013.836488,57.727528,-0.682113,0.430938,0.005689,0.015142,0.004715,0.013084,0.95973,0.054985,24.318269,6.63675,4.752272,1.076452,2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.02,0,0,0,0
Pol_2675,12,53974.38773,1885.341155,0.03493,8.115141,753.126499,0.013953,3.241709,35.757838,23.323151,-0.746729,0.294483,778.066659,72.311333,-0.427119,0.416228,-0.004455,0.041761,-0.004009,0.045974,0.269384,0.235,40.638965,10.870098,4.039968,1.700915,2674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2676,17272,345073.7266,3743.176663,0.010847,6.372126,1216.549214,0.003525,2.07097,47.693252,31.913745,-0.526835,0.564686,774.211423,72.801178,-0.073733,0.630982,-0.00078,0.039978,-0.003686,0.047846,0.295076,0.253224,35.055385,15.880442,4.319782,2.237715,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.3,0,0,0,0.66,0,0.02,0,0,0,0
Pol_2677,29648,546004.3997,3937.132164,0.007211,5.328217,1472.815227,0.002697,1.993197,193.978437,92.621353,0.162524,0.420283,1082.02375,133.070768,-0.864232,0.22372,8.10E-05,0.017536,0.000679,0.024113,0.541818,0.385,34.863607,13.422444,5.171381,1.560798,2676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.57,0,0,0,0
Pol_2678,0,154520.1458,2922.441818,0.018913,7.434527,1124.655862,0.007278,2.861061,207.42612,115.989633,-0.644557,0.448632,1262.616604,53.392039,0.381031,0.487945,0.003706,0.007965,0.004191,0.009203,0.839322,0.25012,17.793537,7.565122,4.894867,0.976542,2677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_2679,208,577009.7301,3976.103604,0.006891,5.234391,1195.334733,0.002072,1.573613,80.767132,59.210039,0.213426,0.413809,818.528081,51.633234,-0.865232,0.18597,0.00043,0.008043,0.000239,0.007153,0.234886,0.253186,14.967772,6.018102,6.608142,1.59222,2678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2680,4248,170976.3895,3299.008913,0.019295,7.978393,1374.493489,0.008039,3.324104,62.440557,47.829179,0.110335,0.550032,884.398421,102.553649,-0.806717,0.185737,-0.002835,0.014203,-0.002736,0.010368,0.056162,0.076479,26.236981,7.380816,6.213751,1.871742,2679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0.17,0,0,0,0
Pol_2681,2936,344077.8637,2812.981798,0.008175,4.795551,1040.714406,0.003025,1.774203,139.961769,53.789474,-0.049166,0.57587,835.576345,46.888122,-0.736084,0.35233,0.002805,0.008995,0.002461,0.008502,0.512491,0.237215,16.511095,6.65527,5.219206,1.320317,2680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.02,0,0,0,0
Pol_2682,60,150593.158,3279.305577,0.021776,8.450439,916.884462,0.006088,2.362719,43.587478,29.10082,0.231044,0.694206,629.421481,22.16572,-0.349892,0.585041,0.001723,0.020783,0.003137,0.024694,0.36522,0.292983,16.707818,8.301154,5.007718,1.739857,2681,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2683,0,37056.81777,1141.82537,0.030813,5.931515,515.694249,0.013916,2.678911,68.50067,22.296713,-0.412382,0.4266,765.624423,34.427335,-0.76166,0.260437,0.006662,0.016589,0.0052,0.016139,0.628304,0.159536,18.058317,5.70853,4.867394,1.278723,2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2684,1004,212454.9923,3630.372784,0.017088,7.876218,1062.300796,0.005,2.304698,41.69736,27.554528,-0.424447,0.560057,650.54824,65.546475,-0.301992,0.644191,-0.000558,0.045392,-0.003219,0.04291,0.306507,0.257002,37.29414,11.191134,3.784225,2.233121,2683,0.91,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.91,0,0,0,0,0,0
Pol_2685,1308,190066.3056,3859.158282,0.020304,8.851972,1346.588704,0.007085,3.088747,79.776591,52.330292,-0.79933,0.247329,545.443778,68.840927,0.299605,0.458406,1.80E-05,0.041399,-0.00097,0.039282,0.443259,0.304009,38.05275,9.655532,3.890572,2.1089,2684,0.44,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.92,0,0,0,0,0,0
Pol_2686,3844,137964.3085,2236.865632,0.016213,6.022219,759.457647,0.005505,2.044656,64.124737,40.651728,-0.631968,0.417257,636.248871,51.19604,0.19725,0.622579,0.001513,0.041858,0.002093,0.037965,0.475478,0.315469,38.281124,9.237923,3.57879,1.693708,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.26,0,0,0,0,0,0
Pol_2687,2160,112129.1043,2308.294568,0.020586,6.893377,863.977555,0.007705,2.58014,35.081697,25.4987,-0.146207,0.632573,633.981807,35.443731,-0.265198,0.712843,-0.000808,0.033708,-0.003032,0.035994,0.517362,0.316305,26.225314,11.190221,3.926979,1.982207,2686,0.75,0.23,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.04,0,0,0,0,0,0
Pol_2688,0,55765.35843,1716.010084,0.030772,7.266706,734.435126,0.01317,3.110077,103.228327,22.143393,-0.65545,0.353247,649.593862,20.505692,0.36118,0.561382,0.006036,0.030038,0.013854,0.023866,0.72018,0.13026,27.961914,8.051531,3.473594,1.15102,2687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pol_2689,0,27703.05565,859.04019,0.031009,5.161188,291.284407,0.010515,1.750062,37.79174,27.157629,-0.444585,0.541641,205.363087,29.322482,-0.364494,0.613281,0.012757,0.062765,-0.012838,0.075922,0.126288,0.206274,29.742198,20.257786,4.840434,3.809033,2688,0.11,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0
Pol_2690,0,127488.4317,1837.893333,0.014416,5.147364,694.174242,0.005445,1.944165,122.196377,42.830108,0.035242,0.706318,544.113138,32.746578,-0.57749,0.407896,0.005707,0.012441,0.00743,0.010503,0.746958,0.202857,23.206421,9.467835,4.342547,0.906859,2689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0.11,0,0.09,0,0,0,0
Pol_2691,580,119302.5726,2137.991226,0.017921,6.189863,959.140198,0.00804,2.77688,43.507422,35.301397,0.174359,0.753513,448.980488,50.098219,-0.495075,0.395876,-0.002396,0.014737,-0.004198,0.013749,0.187963,0.246856,20.959263,7.75421,5.55941,2.173881,2690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0
Pol_2692,0,93033.53684,3567.786563,0.038349,11.697124,1311.339862,0.014095,4.299278,23.20091,32.661223,-0.16516,0.749349,394.206279,23.675796,-0.126417,0.628663,-0.005169,0.018058,-0.016744,0.029272,0.186147,0.211267,19.262339,10.528333,5.75983,3.1306,2691,0.39,0.6,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2693,3016,54718.10624,2886.577272,0.052754,12.340071,892.48731,0.016311,3.815369,23.239328,17.019917,-0.653668,0.301453,272.040761,42.849116,0.219519,0.658526,-0.001534,0.046959,-0.012352,0.042953,0.326352,0.272345,34.249778,10.329636,4.022422,2.460332,2692,0.86,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2694,13292,218112.099,2473.862532,0.011342,5.29707,797.926267,0.003658,1.708531,44.058837,35.903612,-0.173689,0.544682,214.381692,86.043679,0.720773,0.39197,0.000834,0.047064,-0.003664,0.04656,0.389617,0.333159,35.500518,16.67195,4.335511,2.369056,2693,0.85,0.13,0,0.01,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.65,0,0,0,0,0,0
Pol_2695,0,13707.80501,571.609436,0.0417,4.882198,217.486763,0.015866,1.857586,98.386924,20.700932,-0.416532,0.654973,272.170561,10.830346,-0.13048,0.616835,0.005995,0.026322,0.013643,0.026611,0.932894,0.050875,21.302264,9.556323,3.806234,1.500597,2694,0.05,0.87,0.01,0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2696,624,55245.61559,2041.059231,0.036945,8.683738,687.802277,0.01245,2.926272,36.784158,24.546235,0.390066,0.601436,287.176075,19.496954,-0.51546,0.469494,-1.20E-05,0.031614,-0.00208,0.036551,0.54358,0.301819,24.763955,10.631854,4.070225,2.17559,2695,0.42,0.55,0,0.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2697,284,317272.9083,4102.343762,0.01293,7.283088,1242.117687,0.003915,2.205191,81.120634,46.609038,-0.144495,0.720484,345.371276,21.263239,-0.299707,0.608441,0.001588,0.023485,0.005282,0.024443,0.777785,0.223593,16.846006,8.703142,4.169115,1.681185,2696,0.97,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2698,4692,68195.25828,1546.064576,0.022671,5.920393,542.532292,0.007956,2.077536,35.161455,27.692382,0.612185,0.438743,180.089084,17.322554,-0.335238,0.565994,-0.003221,0.02103,-0.009001,0.027817,0.163446,0.158619,21.230325,11.119244,5.471284,2.895296,2697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.43,0,0,0,0,0,0
Pol_2699,27504,366518.1496,3820.721817,0.010424,6.310993,1418.559103,0.00387,2.343148,83.259523,60.121044,0.83896,0.219185,345.667913,48.056141,-0.381266,0.320529,-0.001016,0.007784,-0.002232,0.009265,0.193407,0.192649,19.82569,6.430435,6.220621,1.779802,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.02,0,0,0,0,0,0
Pol_2700,0,16101.60053,719.209879,0.044667,5.667886,302.225926,0.01877,2.381756,87.001006,42.198447,0.146433,0.380062,23.829826,27.477913,-0.850328,0.333245,0.012552,0.041613,-0.021305,0.101781,0.210005,0.274388,34.81266,24.030397,3.851668,2.367966,2699,0.73,0,0,0.25,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2701,0,120446.3239,1896.480802,0.015745,5.464516,688.508954,0.005716,1.983868,74.04379,47.721816,0.703241,0.319072,547.120003,48.889438,0.537029,0.339478,0.00131,0.015565,-0.001232,0.009593,0.419299,0.325251,20.339203,10.232978,5.320837,1.584863,2700,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2702,0,43914.54414,1003.456023,0.02285,4.788441,423.087658,0.009634,2.018953,79.469308,32.771382,0.906436,0.096435,582.432001,46.964489,0.306927,0.273623,0.000372,0.014201,-0.004627,0.012427,0.284051,0.250129,25.856544,13.242792,5.48911,1.538345,2701,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2703,5888,332169.1325,3521.412481,0.010601,6.109944,1207.080004,0.003634,2.094385,298.780694,97.129307,-0.057143,0.449275,673.201221,75.414104,-0.804109,0.385091,0.004053,0.016647,0.002913,0.019616,0.669632,0.263947,33.56349,10.774713,4.398563,1.011378,2702,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_2704,8516,177225.8139,2579.902623,0.014557,6.128297,969.598502,0.005471,2.303183,92.57253,64.7694,0.834586,0.207969,589.95087,50.257096,-0.171305,0.480489,0.000477,0.012727,-0.003578,0.015263,0.332839,0.285364,30.29252,10.647998,5.252107,2.238266,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.24,0,0,0,0,0,0
Pol_2705,1548,223987.5525,2418.971007,0.0108,5.111151,873.831727,0.003901,1.846358,120.737113,77.791411,-0.551641,0.397644,650.665692,59.141845,-0.672426,0.29226,-0.002049,0.013286,-0.002191,0.014894,0.303172,0.248545,27.956558,10.620739,5.404913,1.474386,2704,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
