SU_ID,LS_Maria2017,SU_Area,SU_Perimeter,SU_P.A,SU_P.sqrt.A.,SU_Max.Distance,SU_D.A,SU_D.sqrt.A.,Dist2Stream..MEAN.,Dist2Stream..STDDEV.,Eastness..MEAN.,Eastness..STDDEV.,Elevation..MEAN.,Elevation..STDDEV.,Northness..MEAN.,Northness..STDDEV.,PlanarCurvature..MEAN.,PlanarCurvature..STDDEV.,ProfileCurvature..MEAN.,ProfileCurvature..STDDEV.,RSP..MEAN.,RSP..STDDEV.,Slope..MEAN.,Slope..STDDEV.,TWI..MEAN.,TWI..STDDEV.,UniqueID,Forest,Agriculture,Builtup,Roads,Bare,Quarry,RGA,CRL,YPD,YPC,YPV,YPI,BAP,BAO,BAY,IGO,IPL,IGY,IBP,OPL,PBA,PPD,PCR,PLI,PIC,PLP
Pol_1,4860,71373,1851.006934,0.025934,6.928529,684.01462,0.009584,2.560345,77.219986,47.24253,0.795855,0.297289,227.321806,81.897662,0.292876,0.438699,0.001394,0.058311,0.001671,0.055758,0.544256,0.31097,48.920128,8.748705,3.258626,1.513215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_2,0,66762.66631,1646.793499,0.024666,6.373417,608.110793,0.009109,2.353509,95.051068,43.363227,-0.063642,0.53557,93.319392,67.776228,0.784357,0.306427,5.10E-05,0.098265,-0.001847,0.149382,0.421514,0.342402,54.518166,18.549459,2.701341,1.837867,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_3,600,74841,1982.024892,0.026483,7.245015,707.369776,0.009452,2.585692,95.971605,55.545561,-0.694214,0.358395,215.406851,81.217199,0.528551,0.332045,0.001073,0.059682,0.004551,0.049501,0.55387,0.298552,46.935655,7.788891,3.499767,1.596333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_4,1872,137223.8875,3168.386327,0.023089,8.553095,1156.310653,0.008426,3.121474,91.143505,46.432404,0.854051,0.196719,244.859526,118.717658,-0.052712,0.478665,0.003506,0.042503,0.003109,0.054674,0.590962,0.273741,41.210818,12.301611,3.595514,1.493966,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_5,0,51434.24223,2040.023497,0.039663,8.995162,680.208289,0.013225,2.999271,36.015618,35.204523,0.559528,0.519432,71.628708,43.788379,0.258445,0.591883,-0.008188,0.051011,-0.013435,0.081083,0.241103,0.216848,40.434573,15.92301,4.184972,2.484049,5,0.09,0.88,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_6,456,97521.59875,3627.747097,0.037199,11.616802,1344.787529,0.01379,4.30629,72.692023,44.746453,0.524734,0.471084,63.629006,47.790823,0.515067,0.487279,0.003189,0.062583,0.003845,0.140198,0.28623,0.259974,48.844304,21.436454,3.759597,2.152004,6,0,0.98,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_7,8500,191979.8207,3263.535725,0.016999,7.448359,1345.298824,0.007008,3.070372,115.185357,74.940665,-0.027288,0.572772,123.273041,73.46855,0.73842,0.354857,7.80E-05,0.08499,-0.000703,0.129943,0.434091,0.322098,53.763245,16.057723,2.797876,1.827585,7,0.96,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_8,8680,677518.1273,6595.620379,0.009735,8.013001,2301.78489,0.003397,2.796432,86.82394,57.67851,-0.636979,0.391838,313.486192,132.543473,-0.173962,0.64067,0.001989,0.037813,0.001071,0.037951,0.506676,0.315336,34.983714,8.970023,4.14832,1.755604,8,0.88,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_9,0,78137.91807,1825.621763,0.023364,6.531003,609.84577,0.007805,2.18167,124.247422,33.949876,-0.147871,0.507247,97.492672,39.556542,0.781639,0.331474,0.003968,0.018736,0.006921,0.022865,0.640451,0.247659,25.647465,8.141488,4.437405,1.13843,9,0.79,0.19,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_10,0,654922.984,3896.303829,0.005949,4.814572,1262.290145,0.001927,1.559783,79.825452,52.480554,-0.657611,0.389448,132.820259,63.539564,0.243171,0.597282,0.000858,0.018915,0.00203,0.017159,0.587933,0.308486,19.776225,7.022552,4.785938,1.530407,10,0.59,0.37,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_11,0,64205.66729,2357.17423,0.036713,9.302614,902.812275,0.014061,3.562959,146.238565,24.730833,0.378882,0.424602,241.728556,55.168484,0.793026,0.217417,0.008633,0.022561,0.012641,0.018684,0.948163,0.080893,28.820416,8.343753,3.70453,0.764394,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_12,0,27827.50641,1432.463283,0.051477,8.587097,561.709364,0.020185,3.367243,134.000584,26.132931,-0.661037,0.331093,318.877886,32.192813,-0.53361,0.410691,0.016731,0.02662,0.022314,0.020977,0.958954,0.037925,28.541886,8.732276,3.422743,0.701454,12,0.95,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_13,6904,239154.9048,4550.004305,0.019025,9.304053,1753.606482,0.007333,3.585853,64.898147,46.03481,-0.427614,0.359777,168.173959,102.167953,-0.739718,0.374865,-0.00329,0.029649,-0.006188,0.027709,0.326711,0.305533,36.302463,12.271187,4.496848,2.155243,13,0.78,0.2,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.84,0,0,0,0,0,0
Pol_14,3052,246920.4114,3471.108814,0.014058,6.985375,1183.220905,0.004792,2.381153,79.044047,47.274334,-0.491702,0.450899,258.95731,124.466367,0.699213,0.256943,0.000689,0.03993,0.00092,0.03258,0.504489,0.314522,42.429597,9.977506,3.837719,1.684745,14,0.74,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_15,140,299652.4166,4595.153279,0.015335,8.394428,1075.370275,0.003589,1.964487,89.74407,46.238722,0.405555,0.565344,181.486291,64.765875,0.538973,0.474783,0.005218,0.015942,0.006881,0.020528,0.815983,0.256699,17.820782,8.28762,4.921954,1.220516,15,0,0.94,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_16,3048,228065.8842,4260.964146,0.018683,8.922318,1467.789602,0.006436,3.073503,68.941877,41.702323,-0.666214,0.315326,219.231696,88.465974,0.589493,0.330494,-0.000903,0.035418,-0.002171,0.058617,0.517723,0.33137,43.530825,13.294823,3.88621,1.955751,16,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_17,1780,277401.7937,3310.631593,0.011934,6.285737,1346.050151,0.004852,2.555681,63.728243,45.94353,-0.035582,0.727481,213.511179,96.346936,0.412788,0.546911,-0.002851,0.042213,-0.003581,0.040207,0.508931,0.313114,41.264662,9.13099,3.863749,1.758731,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_18,424,246200.8926,4685.7026,0.019032,9.443433,1787.733531,0.007261,3.602948,77.951733,48.475408,-0.237527,0.406699,170.687216,101.384678,0.820931,0.322878,-0.000795,0.029491,-0.002067,0.034812,0.402581,0.30503,36.703227,11.177494,4.085088,1.61475,18,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0.18,0,0,0,0,0,0
Pol_19,4804,363246.5214,4878.628311,0.013431,8.09463,1686.994104,0.004644,2.799064,89.440692,56.861334,-0.564138,0.408609,265.141045,143.264605,0.641896,0.320557,-2.20E-05,0.043368,0.000566,0.039089,0.542066,0.325242,42.476454,10.436933,3.873417,1.640915,19,0.39,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_20,0,81758.41489,1744.730382,0.02134,6.101858,730.808393,0.008939,2.555861,146.954248,52.885297,0.006202,0.458282,94.101821,63.141241,0.75703,0.465666,0.010148,0.064551,0.011045,0.129197,0.525814,0.357083,42.736034,22.810286,3.678534,2.330405,20,0.99,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_21,0,48544.18192,2286.224249,0.047096,10.376484,964.231968,0.019863,4.376359,116.379258,107.722676,-0.337051,0.306695,179.161503,76.024752,-0.85415,0.250524,-0.009337,0.029019,-0.007799,0.035576,0.485789,0.303673,33.355251,8.296104,4.295846,2.080465,21,0.22,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.69,0,0,0,0,0,0
Pol_22,320,104921.1792,3553.822232,0.033871,10.971452,1380.382023,0.013156,4.261551,107.916774,97.319574,-0.433707,0.432441,159.546152,95.237952,0.709322,0.348934,-0.003692,0.026884,-0.004108,0.029934,0.540235,0.316845,32.719429,9.284713,4.254746,1.629491,22,0.34,0.64,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.99,0,0,0,0,0,0
Pol_23,3252,225813.4705,4185.229562,0.018534,8.807332,1319.334777,0.005843,2.776388,83.165571,52.83834,0.02133,0.535241,304.671605,96.627052,-0.742282,0.402591,-0.002024,0.036591,0.000224,0.039463,0.437826,0.305964,41.814812,9.896732,3.809911,1.747184,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_24,9132,443420.276,4872.237103,0.010988,7.316791,1643.851509,0.003707,2.468623,69.187996,47.3738,0.623231,0.478975,295.406566,152.56555,0.115095,0.607387,-0.000653,0.048452,4.00E-06,0.042875,0.575929,0.330107,43.674957,10.247161,3.647653,1.67755,24,0.52,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_25,0,76186.29131,1703.083912,0.022354,6.170177,474.438295,0.006227,1.718863,170.441837,50.888484,0.53161,0.414418,558.974012,49.687421,-0.657281,0.337091,0.00364,0.028044,0.004702,0.025231,0.888029,0.104234,33.021951,10.319402,4.031017,1.246966,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,0,0,0,0
Pol_26,5052,394504.376,6146.648574,0.015581,9.786164,2252.502781,0.00571,3.586241,73.610482,50.215272,0.106989,0.588858,334.691481,129.294772,0.729588,0.330911,0.000783,0.034265,0.000523,0.03133,0.453479,0.325437,31.915572,10.059317,4.099006,1.789435,26,0.88,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_27,2024,111283.436,3532.967626,0.031747,10.590693,1297.806066,0.011662,3.890403,48.608893,30.102245,0.529255,0.39562,199.494687,72.310442,-0.679463,0.31891,-0.004017,0.033138,-0.002804,0.034809,0.440689,0.284061,35.701541,7.805365,4.032443,1.676506,27,0,0.96,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_28,7060,154413.4584,4452.612244,0.028836,11.331106,1620.709301,0.010496,4.124417,57.567431,39.030389,0.558384,0.311442,245.6918,104.798014,-0.64314,0.421405,-0.000311,0.036459,-0.001881,0.042153,0.57201,0.297571,38.184552,9.768745,3.752449,1.569188,28,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.14,0,0,0,0,0,0
Pol_29,0,144369.4564,2174.458625,0.015062,5.722865,762.802889,0.005284,2.007588,110.62105,53.219013,0.152723,0.410244,382.499765,67.770392,-0.873785,0.211836,0.001663,0.039085,0.001648,0.042797,0.460123,0.305001,43.642867,9.573922,3.739351,1.440041,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_30,0,129494.9393,1935.289626,0.014945,5.377985,636.322792,0.004914,1.76828,94.038063,61.432295,-0.374143,0.486073,484.587595,52.847605,-0.713835,0.337919,-0.000488,0.036848,-0.00048,0.03033,0.400295,0.308229,36.347499,10.275702,3.948012,1.821582,30,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,0,0,0,0
Pol_31,24420,387223.1745,6022.341392,0.015553,9.67798,2073.171057,0.005354,3.331612,87.055657,51.173853,0.814525,0.22454,289.106243,139.668923,-0.113695,0.522689,0.000225,0.042384,-0.00024,0.037728,0.592764,0.303868,40.94884,9.469908,3.696188,1.593112,31,0.19,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_32,0,236457.528,4266.768395,0.018045,8.774502,1541.767836,0.00652,3.170607,74.175666,48.434028,-0.577118,0.422255,187.808629,89.112618,0.569663,0.405117,-0.000837,0.034749,-0.004112,0.041387,0.472932,0.297026,38.377256,10.365899,4.256329,2.046764,32,0.12,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_33,596,134249.6142,4370.458609,0.032555,11.928078,1592.97117,0.011866,4.347618,49.424905,37.272988,-0.134848,0.446852,220.126691,99.546026,0.85447,0.228079,-0.002305,0.039975,-0.00075,0.053873,0.545707,0.300735,38.339908,10.353855,3.723334,1.9122,33,0,0.97,0,0.03,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0
Pol_34,1960,190018.5341,3663.402588,0.019279,8.404012,1427.954915,0.007515,3.275793,63.077486,37.899318,0.241927,0.51866,207.019464,92.135509,-0.736848,0.359885,0.00066,0.030074,0.002207,0.034337,0.548702,0.305393,31.956913,10.531082,3.914948,1.491214,34,0,0.93,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.91,0,0,0,0,0,0
Pol_35,2888,241382.7734,2790.167315,0.011559,5.679069,1065.904416,0.004416,2.169527,81.465704,55.668129,-0.527131,0.446181,331.908496,91.980031,0.609689,0.389018,0.002972,0.047219,-0.001124,0.035643,0.469013,0.332648,43.024456,8.802114,3.656018,1.590436,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_36,856,94433.03273,1705.709885,0.018063,5.550642,577.533778,0.006116,1.879384,69.366492,42.705342,0.183657,0.448251,78.763902,33.928508,-0.80101,0.351746,0.001282,0.027339,-0.004418,0.035748,0.322807,0.254874,32.321376,8.109736,4.457081,1.987725,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.72,0,0,0,0,0,0
Pol_37,0,92706.03556,1649.334036,0.017791,5.416947,658.66376,0.007105,2.163265,72.306147,42.424175,-0.198061,0.324074,76.327005,30.709396,0.914015,0.142566,-0.000482,0.021369,-0.003689,0.028067,0.368646,0.196514,28.32326,8.338893,4.961861,1.509337,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_38,0,181770.8586,5254.337391,0.028906,12.324117,2024.31566,0.011137,4.748059,73.595666,60.007794,0.205631,0.486683,223.485718,140.11232,0.76458,0.369152,0.001316,0.042939,-0.001807,0.053692,0.539989,0.339814,37.416206,11.011746,3.83001,2.157489,38,0,0.98,0,0.02,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.68,0,0.11,0,0,0,0
Pol_39,0,9254.441268,786.61412,0.084999,8.176861,331.785405,0.035851,3.448913,77.100831,48.06896,-0.724744,0.397496,24.591358,17.10376,-0.011471,0.562682,0.015402,0.03458,0.007918,0.056544,0.335691,0.263178,31.773466,20.180757,4.045411,2.620438,39,0.07,0.23,0,0,0.7,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.64,0,0,0,0,0,0
Pol_40,0,160579.0078,2481.081353,0.015451,6.191511,891.255895,0.00555,2.224119,123.713743,54.961721,0.620538,0.362689,127.734312,31.935212,-0.413387,0.559017,0.003226,0.017094,0.004323,0.022288,0.874576,0.185662,15.202055,7.784287,5.00267,1.253721,40,0,0.86,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.78,0,0,0,0,0,0
Pol_41,1336,194655.2273,3567.766342,0.018329,8.086552,1345.75417,0.006914,3.050231,111.961778,60.649157,0.196678,0.457043,186.414183,59.806115,0.812782,0.303009,0.000661,0.026105,0.002207,0.031699,0.685752,0.30817,33.749165,10.431625,4.088527,1.620318,41,0,0.94,0,0.06,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.02,0,0,0,0,0,0
Pol_42,0,109556.0846,2851.752377,0.02603,8.615759,1000.372658,0.009131,3.022342,38.615525,36.554994,-0.654986,0.325413,28.727588,20.138145,0.220821,0.645243,-0.003186,0.010122,-0.005056,0.011651,0.060312,0.103168,10.424645,7.194399,6.472383,2.560669,42,0,0.96,0,0.01,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_43,8476,611810.9203,8025.731308,0.013118,10.260677,2318.175718,0.003789,2.963724,80.167409,49.123656,-0.270248,0.482882,298.397655,132.848032,0.559838,0.616743,0.00045,0.03149,-0.000861,0.030575,0.433738,0.309686,34.537622,11.180484,4.143995,1.788872,43,0.7,0.28,0,0.02,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.23,0,0.05,0,0,0,0
Pol_44,0,316945.0339,3677.210467,0.011602,6.531704,1180.856908,0.003726,2.097516,69.040098,41.321487,-0.495673,0.421021,80.804626,40.669503,-0.107199,0.752035,0.001985,0.020318,0.004062,0.020716,0.640661,0.291173,18.086502,6.90559,4.3345,1.447765,44,0.12,0.81,0.03,0.04,0.01,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
Pol_45,4544,156615.4863,4525.894778,0.028898,11.436341,1672.148658,0.010677,4.2253,50.210423,33.124234,0.530005,0.352967,187.072644,88.247533,-0.714907,0.28882,0.003679,0.036538,-0.002311,0.045632,0.415571,0.290865,37.58749,12.185953,3.826683,2.04219,45,0.27,0.71,0,0.02,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0
Pol_46,3876,243407.6484,4232.166864,0.017387,8.57819,1378.772687,0.005664,2.794638,67.959894,43.995573,-0.511085,0.430235,509.571269,139.522621,0.619261,0.412559,-0.000699,0.04517,-0.000436,0.044408,0.521063,0.310558,42.138077,10.539362,3.662324,1.84414,46,0.28,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.61,0,0.37,0,0,0,0
Pol_47,2064,154128.4732,3172.28081,0.020582,8.08035,930.870827,0.00604,2.37109,82.886812,50.805611,0.400263,0.434372,433.025071,103.423517,-0.567242,0.573888,-0.001441,0.043553,0.002007,0.037786,0.577088,0.312289,41.381697,8.584307,3.696622,1.435143,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.19,0,0,0,0
Pol_48,8912,147324.9493,2059.808943,0.013981,5.366471,715.384098,0.004856,1.863808,113.483482,65.850895,0.782974,0.279598,527.834214,137.929772,-0.342523,0.437555,-0.001127,0.048774,0.00079,0.050237,0.667056,0.327428,45.855454,10.905944,3.846892,1.489327,48,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.9,0,0,0,0
Pol_49,824,154446.2351,4946.595424,0.032028,12.586869,1724.56293,0.011166,4.38824,51.643795,41.25392,-0.152373,0.521176,128.627303,85.616617,-0.741773,0.393613,-0.002579,0.027132,-0.003051,0.029122,0.395433,0.289921,29.947899,8.421485,4.289331,1.911489,49,0.72,0.24,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.58,0,0,0,0,0,0
Pol_50,0,210684.4214,4330.218499,0.020553,9.433951,1680.582406,0.007977,3.66137,68.952272,41.160179,-0.150876,0.397828,198.383089,102.065112,-0.855568,0.29491,-0.000662,0.025265,-0.002656,0.030222,0.45184,0.303898,33.236032,8.633803,4.344563,1.543416,50,0.34,0.64,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_51,0,9487.806818,826.905698,0.087155,8.489323,381.182371,0.040176,3.913361,56.407908,32.404495,-0.715696,0.47078,19.104806,14.620763,-0.079232,0.509772,0.014954,0.035957,0.023547,0.078151,0.205982,0.206198,37.491068,20.99148,3.536898,2.22487,51,0,0.31,0,0,0.69,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.3,0,0,0,0,0,0
Pol_52,0,199137.9802,4778.108231,0.023994,10.707274,1664.409537,0.008358,3.729779,86.558065,38.190665,0.699686,0.349812,104.280818,54.216952,-0.046094,0.621246,0.005137,0.017479,0.006215,0.016602,0.835001,0.239031,13.588594,8.439598,5.010726,1.454065,52,0,0.9,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_53,0,29569.98568,751.784744,0.025424,4.371877,251.503056,0.008505,1.462574,86.234625,30.840594,0.332072,0.330274,84.754803,19.053365,0.844639,0.259293,0.002704,0.011428,0.006291,0.017557,0.672312,0.257259,21.468228,9.504376,4.583776,0.863088,53,0,0.93,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_54,0,76696.30908,3063.516374,0.039943,11.061983,1301.459181,0.016969,4.69941,38.693092,30.31016,-0.59056,0.222386,152.229875,78.705059,0.730831,0.260134,-0.0046,0.023681,-0.004773,0.027945,0.440391,0.287969,32.689608,6.822506,4.283152,1.384756,54,0.79,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_55,0,128637.4385,4273.455618,0.033221,11.91504,1631.686244,0.012684,4.549388,58.968131,49.62379,-0.505933,0.267335,155.482987,102.080054,0.768313,0.286809,-0.002779,0.021597,-0.007476,0.027006,0.389496,0.310303,33.008108,9.32398,4.328822,1.592292,55,0.77,0.22,0,0.01,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.64,0,0,0,0,0,0
Pol_56,1136,62287.01346,1580.901908,0.025381,6.33441,519.303423,0.008337,2.080762,72.24896,41.592635,0.499891,0.415741,574.990259,124.417164,0.660967,0.374689,-0.007005,0.050016,0.002309,0.048157,0.595202,0.329739,48.683106,9.781216,3.677859,1.486433,56,0.83,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.98,0,0,0,0
Pol_57,632,80226.56666,1585.29521,0.01976,5.596945,502.817235,0.006267,1.775215,92.821215,57.5884,0.695684,0.304454,644.441691,99.767796,-0.354147,0.545812,-0.002303,0.059766,0.001568,0.053246,0.521592,0.30294,48.388785,10.507418,3.451054,1.683461,57,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_58,0,222930.8739,4255.085113,0.019087,9.012041,1709.891736,0.00767,3.621458,89.306773,43.042415,0.104976,0.459473,307.787454,97.709039,-0.834623,0.285078,0.003597,0.029935,0.002717,0.02753,0.532234,0.304221,34.191439,9.680412,3.89668,1.336763,58,0.45,0.48,0,0.07,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.67,0,0.08,0,0,0,0
Pol_59,608,38248.12703,957.254403,0.025027,4.894657,303.419338,0.007933,1.551451,97.915366,49.037069,0.187486,0.376708,752.620664,66.824779,0.878459,0.226385,-0.003519,0.04247,0.006331,0.039492,0.733946,0.286855,45.544962,8.860737,3.624298,1.262855,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_60,116,123617.4478,2639.365152,0.021351,7.506882,993.153525,0.008034,2.824727,98.021438,56.591922,-0.657186,0.414149,604.079584,85.669552,0.151863,0.611167,0.00286,0.041946,-0.000834,0.033237,0.666278,0.27089,41.153451,8.965948,3.704051,1.463442,60,0.96,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.86,0,0,0,0
Pol_61,28472,1001341.666,10153.52381,0.01014,10.146719,3209.194077,0.003205,3.207043,101.844319,72.681097,-0.61767,0.420395,356.787837,141.160244,0.181794,0.639299,-1.60E-05,0.044748,-0.000278,0.03833,0.505322,0.311199,41.02432,9.062808,3.653084,1.648019,61,0.88,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.38,0,0,0,0
Pol_62,380,293137.4715,4076.699873,0.013907,7.52962,1066.992793,0.00364,1.970724,86.795057,53.650036,0.278853,0.586039,595.409014,96.455242,0.592061,0.477769,0.001776,0.037701,-0.000319,0.032101,0.660085,0.29136,36.051752,11.800663,3.947388,1.633687,62,0.98,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.55,0,0,0,0
Pol_63,12688,204452.2568,2943.422311,0.014397,6.509635,1139.888956,0.005575,2.520964,86.119398,53.410683,-0.246239,0.489198,533.518821,138.278768,-0.782265,0.296838,1.00E-05,0.053318,0.000556,0.044629,0.417789,0.310792,45.958329,10.331209,3.627636,1.634856,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.64,0,0,0,0
Pol_64,204,89085.35987,3086.278049,0.034644,10.34027,930.533788,0.010445,3.117662,31.657463,21.930289,0.358198,0.467243,69.041916,35.179299,-0.736618,0.332824,-0.00064,0.027315,-0.004379,0.044091,0.353992,0.292949,31.304941,13.332601,4.553119,2.219046,64,0,0.96,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_65,0,35127.39732,1297.399096,0.036934,6.922303,484.879683,0.013803,2.587087,22.678744,18.811588,0.108414,0.566981,17.544422,10.273671,0.572762,0.581999,-0.00435,0.013232,-0.012355,0.01793,0.054953,0.057978,12.988343,9.369445,6.362578,3.064803,65,0,0.92,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_66,6984,332402.3742,3644.760674,0.010965,6.321745,1238.748523,0.003727,2.148578,83.31443,54.262328,-0.528549,0.466563,507.949006,137.993613,0.437489,0.558174,-0.000856,0.046224,0.000492,0.042306,0.42689,0.339424,42.214354,12.425815,3.812329,1.764854,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.58,0,0,0,0
Pol_67,0,100454.8008,3491.919909,0.034761,11.017395,1420.512583,0.014141,4.481875,40.790563,26.419724,-0.248562,0.339094,124.474076,68.519086,-0.869947,0.257729,-0.000634,0.025388,0.000467,0.033651,0.522295,0.322948,27.390324,9.743569,4.199164,1.746167,67,0.71,0.22,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.99,0,0,0,0,0,0
Pol_68,0,42759.92252,2482.975831,0.058068,12.00754,1040.875939,0.024342,5.033621,83.428402,21.263319,0.521626,0.409708,113.127251,42.824731,0.244123,0.707425,0.014887,0.023917,0.025324,0.02299,0.900754,0.156255,20.303429,11.332839,3.592902,1.144644,68,0,0.92,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
