SU_ID,Lon,Lat
Pol_737,-61.41111904,15.48814811
Pol_738,-61.30486434,15.47937467
Pol_739,-61.36597487,15.47957576
Pol_740,-61.3392942,15.48690912
Pol_741,-61.35061564,15.47867006
Pol_742,-61.41525879,15.48056318
Pol_743,-61.41086027,15.48197876
Pol_744,-61.40006681,15.49186714
Pol_745,-61.40571263,15.48519447
Pol_746,-61.37976334,15.47965639
Pol_747,-61.37356352,15.48107371
Pol_748,-61.39982214,15.48745875
Pol_749,-61.3953566,15.49472274
Pol_750,-61.34526316,15.47921153
Pol_751,-61.32881883,15.47653944
Pol_752,-61.34413213,15.47528746
Pol_753,-61.33463937,15.47129635
Pol_754,-61.32947524,15.4737903
Pol_755,-61.25217634,15.48258222
Pol_756,-61.25317038,15.47841373
Pol_757,-61.24711295,15.48256611
Pol_758,-61.25170501,15.48052984
Pol_759,-61.41853672,15.47166933
Pol_760,-61.24951315,15.4786622
Pol_761,-61.43085188,15.48380324
Pol_762,-61.43228725,15.47709519
Pol_763,-61.43816291,15.47650096
Pol_764,-61.31530974,15.47902094
Pol_765,-61.26945485,15.47806801
Pol_766,-61.2654372,15.48362056
Pol_767,-61.25947,15.48093766
Pol_768,-61.25335305,15.47702023
Pol_769,-61.25353588,15.49232279
Pol_770,-61.25360863,15.48933721
Pol_771,-61.32398041,15.48262544
Pol_772,-61.32678669,15.48343796
Pol_773,-61.32650166,15.47887672
Pol_774,-61.32250669,15.47659469
Pol_775,-61.31959102,15.47717161
Pol_776,-61.41510777,15.47090609
Pol_777,-61.40314751,15.47288335
Pol_778,-61.3890673,15.48389549
Pol_779,-61.39134494,15.47746741
Pol_780,-61.3889262,15.46475316
Pol_781,-61.26303785,15.48176599
Pol_782,-61.37467178,15.47881064
Pol_783,-61.26441116,15.47961626
Pol_784,-61.25754857,15.47647828
Pol_785,-61.28166661,15.47768372
Pol_786,-61.27641745,15.47232798
Pol_787,-61.31008689,15.47512543
Pol_788,-61.27397094,15.47597733
Pol_789,-61.26561802,15.47628885
Pol_790,-61.30250262,15.47460922
Pol_791,-61.45460634,15.47455616
Pol_792,-61.45071571,15.47940852
Pol_793,-61.40161729,15.47439799
Pol_794,-61.27416648,15.47403218
Pol_795,-61.31708316,15.47485463
Pol_796,-61.3186408,15.47040727
Pol_797,-61.31218117,15.47146217
Pol_798,-61.29557209,15.47464328
Pol_799,-61.29769855,15.46774578
Pol_800,-61.35296371,15.47911941
Pol_801,-61.33783965,15.4720572
Pol_802,-61.29528622,15.46694401
Pol_803,-61.29308824,15.47045633
Pol_804,-61.33926301,15.46823478
Pol_805,-61.32385041,15.47055772
Pol_806,-61.26811354,15.4746175
Pol_807,-61.26941034,15.47095924
Pol_808,-61.27808988,15.47128011
Pol_809,-61.28352077,15.47408795
Pol_810,-61.35545407,15.46874845
Pol_811,-61.45804956,15.47510067
Pol_812,-61.45790499,15.47253629
Pol_813,-61.24637633,15.4728905
Pol_814,-61.24978295,15.47244085
Pol_815,-61.27737558,15.46745178
Pol_816,-61.28911554,15.46717265
Pol_817,-61.28522902,15.46825243
Pol_818,-61.34216343,15.46390801
Pol_819,-61.34168822,15.4700713
Pol_820,-61.42267825,15.47922149
Pol_821,-61.4248029,15.47844481
Pol_822,-61.35743388,15.47039025
Pol_823,-61.41197057,15.49881896
Pol_824,-61.41847745,15.479328
Pol_825,-61.42579057,15.47142477
Pol_827,-61.36513686,15.47373013
Pol_828,-61.36714431,15.47124172
Pol_829,-61.36312816,15.4655794
Pol_830,-61.43931321,15.47410268
Pol_831,-61.42890845,15.46246739
Pol_832,-61.43266111,15.47390354
Pol_833,-61.42355922,15.48907264
Pol_834,-61.28808985,15.47261323
Pol_835,-61.44327686,15.47157631
Pol_836,-61.44462083,15.466651
Pol_837,-61.42009789,15.47443993
Pol_838,-61.42234897,15.47389642
Pol_839,-61.44235414,15.47695983
Pol_840,-61.45154106,15.46721454
Pol_841,-61.329018,15.4647179
Pol_842,-61.24835907,15.47116161
Pol_843,-61.24518396,15.47242048
Pol_844,-61.24682712,15.46905096
Pol_845,-61.35246048,15.46819278
Pol_846,-61.34695352,15.46402374
Pol_847,-61.25515223,15.47153572
Pol_848,-61.24877833,15.46968576
Pol_849,-61.41185492,15.46881825
Pol_850,-61.25168373,15.46650197
Pol_851,-61.2566821,15.46839353
Pol_852,-61.31560568,15.46804478
Pol_853,-61.31272686,15.46567738
Pol_854,-61.3061709,15.47135286
Pol_855,-61.43257095,15.46971747
Pol_856,-61.40971856,15.46783032
Pol_857,-61.40774785,15.46563086
Pol_858,-61.30569353,15.46794665
Pol_859,-61.29919924,15.47115141
Pol_860,-61.37881056,15.473257
Pol_861,-61.37387033,15.47583118
Pol_862,-61.30590503,15.465815
Pol_863,-61.36285268,15.46723189
Pol_864,-61.37938824,15.46589116
Pol_865,-61.37056572,15.46757464
Pol_866,-61.45574707,15.47000557
Pol_867,-61.27033104,15.46877759
Pol_868,-61.3261899,15.46421876
Pol_869,-61.2497289,15.46892179
Pol_870,-61.4553316,15.46842246
Pol_871,-61.40254201,15.46432982
Pol_872,-61.37021141,15.4653702
Pol_873,-61.44128069,15.46552489
Pol_874,-61.32088422,15.46108668
Pol_875,-61.43072053,15.46794493
Pol_876,-61.43902754,15.46335318
Pol_877,-61.30176611,15.46151797
Pol_878,-61.4361372,15.46103311
Pol_879,-61.26918328,15.46724884
Pol_880,-61.28613707,15.46326256
Pol_881,-61.25853922,15.46598949
Pol_882,-61.37696533,15.45964981
Pol_883,-61.26896976,15.46497901
Pol_884,-61.26011789,15.46215947
Pol_885,-61.26755534,15.46383474
Pol_886,-61.29515675,15.46071788
Pol_887,-61.39627364,15.46628264
Pol_888,-61.2798186,15.46333478
Pol_889,-61.26122469,15.46446088
Pol_890,-61.36114405,15.46604479
Pol_891,-61.35534488,15.47022751
Pol_892,-61.35381141,15.4603026
Pol_893,-61.37306309,15.45173031
Pol_894,-61.39875148,15.45260995
Pol_895,-61.30625366,15.46300363
Pol_896,-61.40051961,15.45357508
Pol_897,-61.24707951,15.46466246
Pol_898,-61.24711656,15.46193812
Pol_899,-61.39368814,15.46149754
Pol_900,-61.37123276,15.47073725
Pol_901,-61.36145852,15.45726356
Pol_902,-61.43624603,15.45853677
Pol_903,-61.35315461,15.45530672
Pol_904,-61.3657224,15.45933037
Pol_905,-61.33989178,15.46431847
Pol_906,-61.33720783,15.46064932
Pol_907,-61.33264687,15.46349983
Pol_908,-61.42060053,15.46135689
Pol_909,-61.40981147,15.46074272
Pol_910,-61.31118553,15.4619886
Pol_911,-61.25162276,15.46276125
Pol_912,-61.28164894,15.45867664
Pol_913,-61.27093649,15.46221461
Pol_914,-61.26179674,15.45751781
Pol_915,-61.41996377,15.46007001
Pol_916,-61.25415761,15.46026373
Pol_917,-61.38631495,15.46734596
Pol_918,-61.27409125,15.45912331
Pol_919,-61.31000562,15.45879869
Pol_920,-61.2534206,15.45883865
Pol_921,-61.40492591,15.44976592
Pol_922,-61.40858878,15.44898544
Pol_923,-61.41980466,15.4578826
Pol_924,-61.30332691,15.45442581
Pol_925,-61.4116871,15.45736669
Pol_926,-61.42716432,15.46174494
Pol_927,-61.30682635,15.45340872
Pol_928,-61.31333547,15.45940172
Pol_929,-61.30993349,15.45394531
Pol_930,-61.41871597,15.46507697
Pol_931,-61.42689295,15.45673556
Pol_932,-61.42462943,15.45601291
Pol_933,-61.31352159,15.45409011
Pol_934,-61.25308738,15.45462364
Pol_935,-61.29171049,15.45821241
Pol_936,-61.28552717,15.45832915
Pol_937,-61.39064407,15.45847925
Pol_938,-61.39381351,15.45099127
Pol_939,-61.38933541,15.45494106
Pol_940,-61.32926712,15.45640257
Pol_941,-61.32983248,15.44768086
Pol_942,-61.31800399,15.45414774
Pol_943,-61.35801432,15.44738911
Pol_944,-61.28776374,15.45284591
Pol_945,-61.29416776,15.45022865
Pol_946,-61.35430979,15.44615855
Pol_947,-61.34223313,15.45766562
Pol_948,-61.34704331,15.45398116
Pol_949,-61.3390841,15.45613674
Pol_950,-61.33924249,15.45329288
Pol_951,-61.34401792,15.45164103
Pol_952,-61.2833415,15.45159551
Pol_953,-61.27776083,15.45765908
Pol_954,-61.27692205,15.45519105
Pol_955,-61.36743951,15.4558658
Pol_956,-61.36694615,15.45198596
Pol_957,-61.44822542,15.45574769
Pol_958,-61.43964341,15.45224897
Pol_959,-61.25054225,15.45321821
Pol_960,-61.28101618,15.44910257
Pol_961,-61.27368838,15.45066286
Pol_962,-61.30017969,15.44902448
Pol_963,-61.38809109,15.45150836
Pol_964,-61.41913999,15.45540232
Pol_965,-61.43667333,15.4532449
Pol_966,-61.26489547,15.4532821
Pol_967,-61.26711476,15.44927071
Pol_968,-61.42976058,15.45390979
Pol_969,-61.25031172,15.45215926
Pol_970,-61.2613307,15.45105533
Pol_971,-61.43047682,15.45190023
Pol_972,-61.42213952,15.44753992
Pol_973,-61.42910472,15.4469779
Pol_974,-61.335929,15.4560219
Pol_975,-61.33874143,15.4516847
Pol_976,-61.33363705,15.45570042
Pol_977,-61.33449521,15.44931372
Pol_978,-61.25675162,15.45172954
Pol_979,-61.25341089,15.4501402
Pol_980,-61.38836462,15.45047572
Pol_981,-61.43360445,15.45814034
Pol_982,-61.42702908,15.44961725
Pol_983,-61.37057407,15.44795563
Pol_984,-61.44045348,15.44383919
Pol_985,-61.31873958,15.45032989
Pol_986,-61.30798184,15.44228881
Pol_987,-61.31235193,15.44266106
Pol_988,-61.39176253,15.44692417
Pol_989,-61.34961125,15.44573727
Pol_990,-61.2507311,15.44972454
Pol_991,-61.25372503,15.44959875
Pol_992,-61.25383189,15.44537972
Pol_993,-61.36137714,15.44622253
Pol_994,-61.36630555,15.44635346
Pol_995,-61.30277986,15.44267113
Pol_996,-61.33995698,15.44474868
Pol_997,-61.33875281,15.45030562
Pol_998,-61.2999995,15.44656741
Pol_999,-61.43903806,15.45017516
Pol_1000,-61.2605745,15.44967082
Pol_1001,-61.3366883,15.44891088
Pol_1002,-61.32645266,15.45122567
Pol_1003,-61.32408091,15.4477957
Pol_1004,-61.27092024,15.4416754
Pol_1005,-61.33369575,15.44234784
Pol_1006,-61.3222484,15.44180881
Pol_1007,-61.38615153,15.45185721
Pol_1008,-61.32448639,15.4452715
Pol_1009,-61.38908914,15.4465766
Pol_1010,-61.38986425,15.44302127
Pol_1011,-61.34403869,15.44516457
Pol_1012,-61.27104976,15.43895783
Pol_1013,-61.31956792,15.44227238
Pol_1014,-61.29036337,15.45047111
Pol_1015,-61.28454917,15.44267623
Pol_1016,-61.28049597,15.43789985
Pol_1017,-61.26479644,15.44349009
Pol_1018,-61.28774354,15.44189219
Pol_1019,-61.26732877,15.44097808
Pol_1020,-61.3003543,15.44372801
Pol_1021,-61.29578847,15.448777
Pol_1022,-61.29520694,15.44235788
Pol_1023,-61.28998574,15.43988466
Pol_1024,-61.41252875,15.44707392
Pol_1025,-61.39762734,15.45716028
Pol_1026,-61.40324033,15.44165669
Pol_1027,-61.39653215,15.45047209
Pol_1028,-61.27656883,15.43539789
Pol_1029,-61.42120086,15.43667754
Pol_1030,-61.31223685,15.43782194
Pol_1031,-61.3132684,15.43399688
Pol_1032,-61.3210382,15.43343884
Pol_1033,-61.36937584,15.43704374
Pol_1034,-61.27185658,15.45092457
Pol_1035,-61.40252502,15.4379608
Pol_1036,-61.37010861,15.43648689
Pol_1037,-61.44658617,15.4410841
Pol_1038,-61.44608456,15.44346039
Pol_1039,-61.26470356,15.44112061
Pol_1040,-61.32642617,15.4416122
Pol_1041,-61.44409954,15.44094493
Pol_1042,-61.43298309,15.44294591
Pol_1043,-61.42574498,15.44301097
Pol_1044,-61.43521878,15.43741396
Pol_1045,-61.43357125,15.43817743
Pol_1046,-61.38009068,15.44031551
Pol_1047,-61.3774876,15.43512989
Pol_1048,-61.37365999,15.43755623
Pol_1049,-61.34934774,15.4370488
Pol_1050,-61.40897581,15.456449
Pol_1051,-61.36119498,15.43981682
Pol_1052,-61.35590066,15.44554597
Pol_1053,-61.36249278,15.43561483
Pol_1054,-61.36012022,15.43574618
Pol_1055,-61.36474234,15.43795947
Pol_1056,-61.3358065,15.43852089
Pol_1057,-61.44401116,15.44012255
Pol_1058,-61.39335701,15.44075933
Pol_1059,-61.39583137,15.43737993
Pol_1060,-61.29173471,15.43626569
Pol_1061,-61.30136867,15.43494453
Pol_1062,-61.42198793,15.44013265
Pol_1063,-61.42648649,15.43698879
Pol_1064,-61.38404152,15.44427454
Pol_1065,-61.42038548,15.43500193
Pol_1066,-61.41689249,15.43474521
Pol_1067,-61.40806795,15.43877969
Pol_1068,-61.41154911,15.43701805
Pol_1069,-61.41447433,15.43293854
Pol_1070,-61.35261838,15.4339139
Pol_1071,-61.34729109,15.44019252
Pol_1072,-61.32851225,15.43694534
Pol_1073,-61.25848722,15.43698065
Pol_1074,-61.26041044,15.43636426
Pol_1075,-61.32116934,15.43784482
Pol_1076,-61.33392328,15.43283104
Pol_1077,-61.2739728,15.43531509
Pol_1078,-61.33500602,15.42974171
Pol_1079,-61.26833124,15.43330489
Pol_1080,-61.2644541,15.4289368
Pol_1081,-61.30470621,15.42982504
Pol_1082,-61.26448551,15.43340376
Pol_1083,-61.41028191,15.4341193
Pol_1084,-61.43956368,15.43587013
Pol_1085,-61.44218837,15.43737614
Pol_1086,-61.40703587,15.43295283
Pol_1087,-61.4022908,15.43401552
Pol_1088,-61.34003517,15.44164742
Pol_1089,-61.34221057,15.43808852
Pol_1090,-61.34132314,15.42830599
Pol_1091,-61.39865657,15.43523816
Pol_1092,-61.39288257,15.43149252
Pol_1093,-61.38930846,15.43331473
Pol_1094,-61.29269788,15.43257281
Pol_1095,-61.28266431,15.43233848
Pol_1096,-61.28430902,15.43006199
Pol_1097,-61.32935285,15.42929062
Pol_1098,-61.3428503,15.43722092
Pol_1099,-61.36737694,15.43821811
Pol_1100,-61.43213369,15.43336033
Pol_1101,-61.39724646,15.43054783
Pol_1102,-61.26989347,15.43080613
Pol_1103,-61.36428574,15.43145402
Pol_1104,-61.35816292,15.43417444
Pol_1105,-61.36235396,15.4304367
Pol_1106,-61.39341967,15.42150826
Pol_1107,-61.39685315,15.42134391
Pol_1108,-61.41284271,15.43112889
Pol_1109,-61.38582915,15.43166938
Pol_1110,-61.38887466,15.42371803
Pol_1111,-61.30063759,15.42605603
Pol_1112,-61.29212813,15.42915514
Pol_1113,-61.41745031,15.43332825
Pol_1114,-61.4175393,15.42954473
Pol_1115,-61.42429684,15.42867845
Pol_1116,-61.31389518,15.42730423
Pol_1117,-61.2911332,15.42366683
Pol_1118,-61.41688485,15.42760762
Pol_1119,-61.41197214,15.42741252
Pol_1120,-61.36741454,15.42780258
Pol_1121,-61.41248523,15.42605484
Pol_1122,-61.27621981,15.42963472
Pol_1123,-61.40491264,15.43018055
Pol_1124,-61.40922345,15.42617884
Pol_1125,-61.28485831,15.4255265
Pol_1126,-61.40719275,15.42537959
Pol_1127,-61.2978437,15.42527294
Pol_1128,-61.29427123,15.42457864
Pol_1129,-61.34977702,15.43396892
Pol_1130,-61.2767446,15.42630489
Pol_1131,-61.35580004,15.42038792
Pol_1132,-61.32545106,15.42186991
Pol_1133,-61.32173258,15.42302712
Pol_1134,-61.34934863,15.425437
Pol_1135,-61.4252206,15.43128367
Pol_1136,-61.34519455,15.42567791
Pol_1137,-61.38306739,15.42871439
Pol_1138,-61.38590574,15.42661642
Pol_1139,-61.33055984,15.4217663
Pol_1140,-61.36862581,15.42973097
Pol_1141,-61.37120801,15.42734207
Pol_1142,-61.40635258,15.42344989
Pol_1143,-61.43583159,15.43121724
Pol_1144,-61.27708205,15.42255327
Pol_1145,-61.30828357,15.42083056
Pol_1146,-61.315513,15.42486231
Pol_1147,-61.38114427,15.42912559
Pol_1148,-61.37113968,15.42612688
Pol_1149,-61.33733034,15.42637809
Pol_1150,-61.37575009,15.43080809
Pol_1151,-61.37253368,15.42877123
Pol_1152,-61.37631446,15.42593085
Pol_1153,-61.40318445,15.42381093
Pol_1154,-61.40570823,15.40557743
Pol_1155,-61.36661771,15.4230963
Pol_1156,-61.37630375,15.42439671
Pol_1157,-61.24979606,15.4285961
Pol_1158,-61.25702394,15.42266587
Pol_1159,-61.40483755,15.41876284
Pol_1160,-61.33418178,15.42379862
Pol_1161,-61.3023595,15.41934658
Pol_1162,-61.26250627,15.42536562
Pol_1163,-61.26275122,15.42047181
Pol_1164,-61.38287267,15.42429892
Pol_1165,-61.26933711,15.42224724
Pol_1166,-61.41987363,15.42351667
Pol_1167,-61.4253066,15.4230701
Pol_1168,-61.27099523,15.41692963
Pol_1169,-61.34253022,15.42187598
Pol_1170,-61.35158335,15.42122766
Pol_1171,-61.34529447,15.4154494
Pol_1172,-61.27418902,15.41641308
Pol_1173,-61.28386452,15.42050144
Pol_1174,-61.29853823,15.41503572
Pol_1175,-61.26731583,15.4241386
Pol_1176,-61.34941303,15.41752175
Pol_1177,-61.37245998,15.42302621
Pol_1178,-61.3781417,15.4193316
Pol_1179,-61.25136698,15.42225907
Pol_1180,-61.25549074,15.42031051
Pol_1181,-61.25692684,15.42736585
Pol_1182,-61.26123759,15.42403574
Pol_1183,-61.34092816,15.41300885
Pol_1184,-61.33511425,15.41560813
Pol_1185,-61.4307564,15.42883636
Pol_1186,-61.38991257,15.41909568
Pol_1187,-61.38680885,15.41894164
Pol_1188,-61.29036626,15.41682848
Pol_1189,-61.36284149,15.42159298
Pol_1190,-61.35708263,15.42295042
Pol_1191,-61.42404029,15.42072761
Pol_1192,-61.4150834,15.42258014
Pol_1193,-61.43233994,15.42362205
Pol_1194,-61.28601628,15.41780461
Pol_1195,-61.42248679,15.41371397
Pol_1196,-61.37644992,15.41797857
Pol_1197,-61.26537266,15.4202596
Pol_1198,-61.26812286,15.41720211
Pol_1199,-61.31749822,15.42114484
Pol_1200,-61.30958411,15.4142751
Pol_1201,-61.42769724,15.4175678
Pol_1202,-61.25325432,15.41875262
Pol_1203,-61.25378214,15.41465454
Pol_1204,-61.40264484,15.42219429
Pol_1205,-61.41642581,15.41417644
Pol_1206,-61.31791531,15.41299248
Pol_1207,-61.41157133,15.41590755
Pol_1208,-61.3243215,15.41302486
Pol_1209,-61.28275572,15.41544528
Pol_1210,-61.41377902,15.42092585
Pol_1211,-61.3307043,15.41532024
Pol_1212,-61.3664871,15.41849509
Pol_1213,-61.37098888,15.41792823
Pol_1214,-61.32603783,15.41519568
Pol_1215,-61.40484771,15.4105695
Pol_1216,-61.40725927,15.41107804
Pol_1217,-61.39353476,15.41763423
Pol_1218,-61.41484802,15.40813843
Pol_1219,-61.25729197,15.41221317
Pol_1220,-61.26157035,15.41128461
Pol_1221,-61.38277468,15.41994597
Pol_1222,-61.38658526,15.41508206
Pol_1223,-61.41366997,15.4103194
Pol_1224,-61.30574815,15.41902573
Pol_1225,-61.30333742,15.41197396
Pol_1226,-61.35430489,15.41224367
Pol_1227,-61.37596822,15.41570048
Pol_1228,-61.37011201,15.40445581
Pol_1229,-61.29266842,15.4149707
Pol_1230,-61.27821774,15.41249994
Pol_1231,-61.28239182,15.40732313
Pol_1232,-61.28615339,15.40883197
Pol_1233,-61.3719726,15.40798871
Pol_1234,-61.37144753,15.40870354
Pol_1235,-61.37175798,15.41333341
Pol_1236,-61.36650011,15.41526285
Pol_1237,-61.36124469,15.41584612
Pol_1238,-61.29292341,15.40904261
Pol_1239,-61.36174242,15.40974541
Pol_1240,-61.26227628,15.40745761
Pol_1241,-61.28946368,15.41083594
Pol_1242,-61.31079164,15.40982037
Pol_1243,-61.30483136,15.40974315
Pol_1244,-61.27508386,15.40543442
Pol_1245,-61.3785998,15.41168825
Pol_1246,-61.38194992,15.4132167
Pol_1247,-61.25355151,15.41210748
Pol_1248,-61.24993398,15.41050899
Pol_1249,-61.25376993,15.40761635
Pol_1250,-61.38148823,15.40676686
Pol_1251,-61.37983623,15.40927638
Pol_1252,-61.2968552,15.4098376
Pol_1253,-61.30338044,15.40782194
Pol_1254,-61.40406461,15.40779875
Pol_1255,-61.3313632,15.40693598
Pol_1256,-61.39706962,15.41160374
Pol_1257,-61.400849,15.40750116
Pol_1258,-61.39666058,15.41410565
Pol_1259,-61.32590008,15.40719119
Pol_1260,-61.33578854,15.41008902
Pol_1261,-61.28091103,15.40972792
Pol_1262,-61.3497881,15.4115089
Pol_1263,-61.3556781,15.41021097
Pol_1264,-61.35390577,15.40628482
Pol_1265,-61.31118623,15.40720394
Pol_1266,-61.31964101,15.40293409
Pol_1267,-61.29868134,15.40828487
Pol_1268,-61.2930534,15.40591714
Pol_1269,-61.29312801,15.40237156
Pol_1270,-61.39485791,15.41016128
Pol_1271,-61.3956614,15.40729726
Pol_1272,-61.30961294,15.40502169
Pol_1273,-61.30648445,15.40098938
Pol_1274,-61.30244827,15.39945913
Pol_1275,-61.37255447,15.40140066
Pol_1276,-61.39191271,15.40831738
Pol_1277,-61.28561044,15.40182265
Pol_1278,-61.25419136,15.40848705
Pol_1279,-61.41648257,15.40994342
Pol_1280,-61.42478779,15.40542285
Pol_1281,-61.40800787,15.4153176
Pol_1282,-61.4123561,15.40524221
Pol_1283,-61.38528914,15.41259746
Pol_1284,-61.40065442,15.40939998
Pol_1285,-61.26544393,15.40504568
Pol_1286,-61.39206208,15.40429747
Pol_1287,-61.30813488,15.40379483
Pol_1288,-61.339933,15.4080739
Pol_1289,-61.33606853,15.39014772
Pol_1290,-61.33409006,15.40189476
Pol_1291,-61.26600969,15.40087307
Pol_1292,-61.27592155,15.40135081
Pol_1293,-61.27648528,15.3976918
Pol_1294,-61.35553999,15.39925902
Pol_1295,-61.38716384,15.40702541
Pol_1296,-61.3827473,15.40483965
Pol_1297,-61.35981548,15.39983106
Pol_1298,-61.42333949,15.40279539
Pol_1299,-61.41843003,15.40102634
Pol_1300,-61.38234945,15.40242062
Pol_1301,-61.38577142,15.40414222
Pol_1302,-61.36332012,15.4069939
Pol_1303,-61.36345619,15.40337652
Pol_1304,-61.37174031,15.41276359
Pol_1305,-61.42037079,15.40037152
Pol_1306,-61.32438723,15.39464872
Pol_1307,-61.2472885,15.40043969
Pol_1308,-61.24465711,15.40235278
Pol_1309,-61.24442337,15.39979639
Pol_1310,-61.34251043,15.39339842
Pol_1311,-61.33692299,15.39002871
Pol_1312,-61.33119728,15.39914934
Pol_1313,-61.32859811,15.39477529
Pol_1314,-61.38547839,15.39307052
Pol_1315,-61.2685125,15.3947597
Pol_1316,-61.25780568,15.40273257
Pol_1317,-61.38609721,15.39617146
Pol_1318,-61.40235981,15.40221073
Pol_1319,-61.40859342,15.40177406
Pol_1320,-61.34789483,15.39899882
Pol_1321,-61.35040408,15.39943678
Pol_1322,-61.35088391,15.39708871
Pol_1323,-61.39293581,15.40197744
Pol_1324,-61.42264673,15.4001092
Pol_1325,-61.24975077,15.4005131
Pol_1326,-61.25463624,15.39920461
Pol_1327,-61.29620751,15.39828555
Pol_1328,-61.40011138,15.39851104
Pol_1329,-61.29419304,15.39699344
Pol_1330,-61.28786902,15.39304376
Pol_1331,-61.40670974,15.40054029
Pol_1332,-61.24832621,15.39573975
Pol_1333,-61.24433558,15.39714885
Pol_1334,-61.2734107,15.39678769
Pol_1335,-61.3968357,15.39622874
Pol_1336,-61.39455877,15.39348414
Pol_1337,-61.40639222,15.39880594
Pol_1338,-61.28311142,15.39425453
Pol_1339,-61.4038405,15.38533837
Pol_1340,-61.36692477,15.39855524
Pol_1341,-61.3697244,15.3973583
Pol_1342,-61.41357869,15.39837457
Pol_1343,-61.41602153,15.397463
Pol_1344,-61.37497287,15.39898486
Pol_1345,-61.26552693,15.39147043
Pol_1346,-61.25486172,15.39531457
Pol_1347,-61.42714068,15.40084005
Pol_1348,-61.24569887,15.39536644
Pol_1349,-61.41320236,15.39500107
Pol_1350,-61.29741409,15.39310558
Pol_1351,-61.36561237,15.39616231
Pol_1352,-61.41428022,15.39645712
Pol_1353,-61.35990398,15.39576025
Pol_1354,-61.36850428,15.39369898
Pol_1355,-61.37747407,15.40527306
Pol_1356,-61.38355207,15.38942988
Pol_1357,-61.37997383,15.38971369
Pol_1358,-61.25102554,15.39501732
Pol_1359,-61.24952941,15.39358242
Pol_1360,-61.25667009,15.3917503
Pol_1361,-61.25417262,15.39318453
Pol_1362,-61.30464112,15.39186011
Pol_1363,-61.28002703,15.38555298
Pol_1364,-61.27743714,15.38426497
Pol_1365,-61.25418667,15.39095367
Pol_1366,-61.25574376,15.38885949
Pol_1367,-61.42044846,15.39239968
Pol_1368,-61.41668955,15.3913744
Pol_1369,-61.35762861,15.39341866
Pol_1370,-61.34773018,15.38878388
Pol_1371,-61.36516767,15.39198167
Pol_1372,-61.36380158,15.39158962
Pol_1373,-61.28586689,15.38638456
Pol_1374,-61.30269461,15.38920589
Pol_1375,-61.3637251,15.39091917
Pol_1376,-61.36339158,15.38959054
Pol_1377,-61.36780005,15.38686462
Pol_1378,-61.42174637,15.39404885
Pol_1379,-61.35691892,15.38953436
Pol_1380,-61.35877947,15.38747123
Pol_1381,-61.26015805,15.38838081
Pol_1382,-61.41894204,15.38962096
Pol_1383,-61.35457806,15.3858208
Pol_1384,-61.34890789,15.39480306
Pol_1385,-61.4113063,15.3899519
Pol_1386,-61.27187478,15.38106999
Pol_1387,-61.26646566,15.38226614
Pol_1388,-61.40978026,15.38760785
Pol_1389,-61.25960005,15.38566772
Pol_1390,-61.39822536,15.38668891
Pol_1391,-61.39771328,15.38106099
Pol_1392,-61.39781651,15.38790822
Pol_1393,-61.39558838,15.38757052
Pol_1394,-61.39351858,15.38233167
Pol_1395,-61.36344002,15.38895764
Pol_1396,-61.28818613,15.38607777
Pol_1397,-61.29955923,15.3856628
Pol_1398,-61.29776408,15.38197383
Pol_1399,-61.30172436,15.37847703
Pol_1400,-61.41193682,15.38416126
Pol_1401,-61.26040329,15.38362631
Pol_1402,-61.37870772,15.3861331
Pol_1403,-61.25639555,15.38386694
Pol_1404,-61.25988241,15.3779284
Pol_1405,-61.38823308,15.38045261
Pol_1406,-61.36904761,15.38854804
Pol_1407,-61.37488265,15.38323762
Pol_1408,-61.3827633,15.37763965
Pol_1409,-61.38104821,15.37950077
Pol_1410,-61.35756267,15.37882705
Pol_1411,-61.3677527,15.37851487
Pol_1412,-61.2830969,15.37942287
Pol_1413,-61.28439195,15.37700167
Pol_1414,-61.27684158,15.37719166
Pol_1415,-61.41072915,15.38076188
Pol_1416,-61.40838008,15.38162242
Pol_1417,-61.392664,15.37815091
Pol_1418,-61.39769031,15.37208314
Pol_1419,-61.38649021,15.37927232
Pol_1420,-61.40806815,15.37861963
Pol_1421,-61.2603586,15.37596574
Pol_1422,-61.36953623,15.3811599
Pol_1423,-61.37825634,15.37375071
Pol_1424,-61.35940411,15.37732648
Pol_1425,-61.35785642,15.37219082
Pol_1426,-61.4044644,15.37174617
Pol_1427,-61.36781594,15.37601149
Pol_1428,-61.36935421,15.37448669
Pol_1429,-61.3690178,15.36946646
Pol_1430,-61.26335798,15.37470289
Pol_1431,-61.27152055,15.3757181
Pol_1432,-61.28225447,15.37298344
Pol_1433,-61.3606719,15.375485
Pol_1434,-61.26213048,15.37266878
Pol_1435,-61.25810614,15.37337656
Pol_1436,-61.30490095,15.36562921
Pol_1437,-61.28970452,15.37245224
Pol_1438,-61.38754019,15.37544135
Pol_1439,-61.27246431,15.37242575
Pol_1440,-61.35849196,15.37300258
Pol_1441,-61.34163799,15.39281084
Pol_1442,-61.28149805,15.36013897
Pol_1443,-61.28179747,15.36740478
Pol_1444,-61.31063017,15.36872137
Pol_1445,-61.30353267,15.37159082
Pol_1446,-61.28754571,15.3666678
Pol_1447,-61.29359583,15.36297767
Pol_1448,-61.25641486,15.37253297
Pol_1449,-61.3940882,15.37200911
Pol_1450,-61.38368933,15.37079998
