"","SU_ID","ID","lon","lat","y.logsize","y.pres","Forest","Agriculture","Builtup","Roads","Bare","Quarry","RGA","CRL","YPD","YPC","YPV","YPI","BAP","BAO","BAY","IGO","IPL","IGY","IBP","OPL","PBA","PPD","PCR","PLI","PIC","PLP","scaledSU_Area","scaledSU_Perimeter","scaledSU_P.A","scaledSU_P.sqrt.A","scaledSU_Max.Distance","scaledSU_D.A","scaledSU_D.sqrt.A","scaledDist2Stream..MEAN.","scaledDist2Stream..STDDEV","scaledEastness..MEAN.","scaledEastness..STDDEV.","scaledElevation..MEAN.","scaledElevation..STDDEV.","scaledNorthness..MEAN.","scaledNorthness..STDDEV.","scaledPlanarCurvature..MEAN.","scaledPlanarCurvature..STDDEV.","scaledProfileCurvature..MEAN.","scaledProfileCurvature..STDDEV.","scaledRSP..MEAN.","scaledRSP..STDDEV.","scaledSlope..MEAN.","scaledSlope..STDDEV.","scaledTWI..MEAN.","scaledTWI..STDDEV.","scaledSU_Area.levels","scaledSU_Perimeter.levels","scaledSU_P.A.levels","scaledSU_P.sqrt.A.levels","scaledSU_Max.Distance.levels","scaledSU_D.A.levels","scaledSU_D.sqrt.A.levels","scaledDist2Stream..MEAN.levels","scaledDist2Stream..STDDEV.levels","scaledEastness..MEAN.levels","scaledEastness..STDDEV.levels","scaledElevation..MEAN.levels","scaledElevation..STDDEV.levels","scaledNorthness..MEAN.levels","scaledNorthness..STDDEV.levels","scaledPlanarCurvature..MEAN.levels","scaledPlanarCurvature..STDDEV.levels","scaledProfileCurvature..MEAN.levels","scaledProfileCurvature..STDDEV.levels","scaledRSP..MEAN.levels","scaledRSP..STDDEV.levels","scaledSlope..MEAN.levels","scaledSlope..STDDEV.levels","scaledTWI..MEAN.levels","scaledTWI..STDDEV.levels"
"1","Pol_1",1,-61.44255043,15.63597747,8.488793717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.49840246,-0.548192757,0.104827792,-0.214335468,-0.518390638,0.147936982,0.022794913,-0.121617507,-0.039446908,1.573270817,-1.088529435,-0.180184942,0.686186994,0.631212396,-0.129413647,0.220721288,2.406848402,0.452222053,1.449655094,0.407884877,0.526832153,2.335648416,-0.380468406,-1.590594824,-0.615758491,-0.488172421,-0.553739653,0.11546667,-0.176414025,-0.500001887,0.240719642,-0.037740646,-0.118508968,-0.011847808,1.53504503,-1.026848169,-0.177911057,0.707975479,0.664616401,-0.179387199,0.195313528,2.790004162,0.406720893,1.682377892,0.378991159,0.501249719,2.092975477,-0.383635034,-1.469809461,-0.579984617
"2","Pol_2",2,-61.43916217,15.63859735,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.513339188,-0.631173786,0.028612553,-0.44753197,-0.624213354,0.077703096,-0.219816509,0.276974596,-0.203807693,-0.115452136,0.557508617,-0.783277987,0.328526849,1.559537741,-1.027281306,-0.12050493,5.16888814,-0.088565384,6.198143541,-0.148861238,0.85855948,2.902767012,2.541054785,-2.134687417,-0.126157923,-0.531436775,-0.638006287,-0.024521731,-0.496738267,-0.59817902,0.062177711,-0.169668729,0.303286717,-0.240722746,-0.114099385,0.512738062,-0.774389267,0.328921426,1.522072746,-1.050951202,-0.110595904,2.790004162,-0.075345452,3.453399145,-0.208243045,0.866875881,2.092975477,3.315403957,-1.469809461,-0.153363652
"3","Pol_3",3,-61.44125389,15.63606344,6.396929655,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.487166706,-0.494954316,0.137826347,-0.081383148,-0.485829617,0.128419355,0.052526061,0.297552078,0.312341208,-1.354387712,-0.666411006,-0.233809547,0.66895259,1.076363024,-0.853385291,0.139162378,2.501626309,0.894936044,1.132308129,0.451493072,0.395774951,2.134608061,-0.666580971,-1.355162268,-0.490410056,-0.488172421,-0.471201706,0.11546667,-0.051762666,-0.500001887,0.062177711,0.089883829,0.303286717,0.303783124,-1.305759394,-0.660981342,-0.177911057,0.707975479,1.056048629,-0.852462117,0.119598403,2.790004162,0.780260823,1.127997039,0.475855421,0.360034477,2.092975477,-0.710244545,-1.210417831,-0.492120217
"4","Pol_4",4,-61.43968563,15.63526306,7.534762657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.285056338,-0.012882742,-0.066175644,0.468127005,0.140069561,-0.023285839,0.680979682,0.189625788,-0.073770843,1.687613184,-1.783263999,-0.101254446,1.618744205,-0.021545491,0.141877169,0.757333182,1.314033561,0.673271608,1.394676013,0.61973888,0.133924394,1.55464388,0.6786233,-1.261681852,-0.644787486,-0.318266217,0.05728393,-0.024521731,0.424948987,0.07814451,-0.056332731,0.62447795,0.125280362,-0.135471995,1.719555603,-1.630739471,-0.177911057,1.844132682,0.056351855,0.091122992,0.89631363,1.319425739,0.780260823,1.682377892,0.595873213,0.125096133,1.61573621,0.796023726,-1.210417831,-0.691509253
"5","Pol_5",5,-61.42271103,15.63621647,NA,0,0.09,0.88,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.563000778,-0.471386896,0.930032073,0.653834535,-0.523697304,0.6862982,0.53763982,-1.042690926,-0.54948087,1.108940134,0.446027793,-0.880899368,-0.27902459,0.566178001,0.910405509,-2.213850287,1.9021958,-1.869874315,2.734106409,-0.967188487,-0.466513466,1.476005083,1.7581322,-0.686177878,0.848334993,-0.568425919,-0.471201706,1.139443662,0.61010956,-0.500001887,0.683562775,0.62447795,-1.106103596,-0.554850417,1.185465388,0.512738062,-0.868597279,-0.260582205,0.664616401,0.87053256,-2.534623259,1.833998568,-1.616927832,3.453399145,-1.094579393,-0.277906344,1.61573621,1.755077505,-0.68176732,0.808002953
"6","Pol_6",6,-61.41690752,15.63311065,6.12249281,1,0,0.98,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.41368527,0.173776031,0.781929272,1.75515693,0.402838063,0.769839559,2.070727573,-0.2228346,-0.145202291,1.040577561,0.112041249,-0.916902933,-0.177652824,1.050894005,0.200349348,0.676790582,2.70217387,0.786409628,5.732342914,-0.762496679,-0.011369895,2.327966938,3.401643965,-1.10148313,0.347585204,-0.441000955,0.186951111,0.770629221,1.867996434,0.417489737,0.683562775,1.883466031,-0.23793848,-0.135471995,1.011325909,0.076803693,-0.96709469,-0.112401368,1.056048629,0.226870221,0.632072925,2.790004162,0.780260823,3.453399145,-0.757452752,-0.0559914,2.092975477,3.315403957,-1.037484871,0.3500675
"7","Pol_7",7,-61.44627365,15.63805932,9.047821442,1,0.96,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.107656057,0.025780703,-0.432225179,0.00403945,0.403550895,-0.232952471,0.621038816,0.727052083,1.13408535,-0.044024506,0.814498925,-0.648468196,0.472698943,1.472770437,-0.698536517,-0.113644835,4.251180839,0.087290451,5.212222549,-0.091813154,0.64427494,2.826288478,1.798289024,-2.040437655,-0.141663982,-0.062858841,0.05728393,-0.423269287,-0.051762666,0.417489737,-0.25646234,0.62447795,0.708151693,1.039396634,-0.114099385,0.842987394,-0.684457355,0.522994543,1.522072746,-0.679621643,-0.110595904,2.790004162,0.103277346,3.453399145,-0.080010728,0.669567144,2.092975477,1.755077505,-1.469809461,-0.153363652
"8","Pol_8",8,-61.4445703,15.63249173,9.068776808,1,0.88,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.465408764,1.379755341,-0.868839928,0.241239401,1.737053531,-0.766877865,0.299716739,0.093067178,0.402711352,-1.2419335,-0.435387759,0.207607638,1.968917069,-0.250566446,1.241573628,0.371897461,0.989811546,0.359989972,0.546507036,0.237425548,0.572910083,0.923796701,-0.314495353,-0.721962229,-0.250216951,1.452242482,1.680507203,-0.84275364,0.272137375,1.831147405,-0.795784653,0.245685272,0.125280362,0.516282626,-1.305759394,-0.497573306,0.140055029,1.844132682,-0.336296781,1.265786567,0.450153362,1.067721612,0.406720893,0.515010717,0.263801838,0.561274509,0.869922522,-0.284470665,-0.68176732,-0.242071067
"9","Pol_9",9,-61.45598297,15.63658616,NA,0,0.79,0.19,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.47648523,-0.558507884,-0.049646314,-0.381331809,-0.621794504,-0.115107403,-0.421377669,0.9296235,-0.602638555,-0.280943634,0.361854176,-0.764495667,-0.386206299,1.554403894,-0.857261262,0.874717034,-0.328990879,1.259252765,-0.218635414,0.844216307,-0.141340054,-0.022027609,-0.56147474,-0.439720634,-1.180963538,-0.488172421,-0.553739653,-0.024521731,-0.395212393,-0.59817902,-0.155029823,-0.389910533,0.956484094,-0.554850417,-0.327758459,0.375904988,-0.774389267,-0.39148586,1.522072746,-0.852462117,0.89631363,-0.347345025,1.250336997,-0.218686133,0.883270454,-0.0559914,-0.093804399,-0.590421826,-0.445244206,-1.261588409
"10","Pol_10",10,-61.45764629,15.63261265,NA,0,0.59,0.37,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.392204189,0.282902612,-1.096403728,-1.102385767,0.287822819,-0.984233259,-1.150829455,-0.06337549,0.182481035,-1.282470851,-0.451897807,-0.60549986,0.221222884,0.537327971,0.947054138,0.084535694,-0.31661652,0.507407582,-0.50803637,0.605999622,0.500616491,-0.616823391,-0.895020248,-0.09943833,-0.589831612,1.452242482,0.348363315,-1.060099308,-1.116706605,0.238265029,-0.983715746,-1.146960429,-0.002676905,0.130528823,-1.305759394,-0.497573306,-0.574007687,0.179568029,0.445372988,0.87053256,0.057984585,-0.347345025,0.55014178,-0.505424356,0.595873213,0.501249719,-0.65291293,-0.863379605,-0.080562017,-0.579984617
"11","Pol_11",11,-61.45253757,15.63312803,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.521623447,-0.342514405,0.752717438,0.782991769,-0.213349864,0.809909839,1.198826206,1.421208695,-0.993236852,0.754010394,-0.209055022,-0.115345732,0.009204637,1.575912031,-1.631484767,2.059989044,-0.064566741,2.138531941,-0.430690338,2.239968864,-1.90135658,0.299413495,-0.501181227,-1.155246548,-1.745039034,-0.531436775,-0.381613508,0.770629221,0.875893004,-0.181947488,0.683562775,1.291137391,1.314053722,-0.963041295,0.851886917,-0.206913552,-0.177911057,0.031776602,1.522072746,-1.68297884,2.68959334,-0.017696266,2.322150643,-0.414308195,2.16240488,-1.674175286,0.354326321,-0.483631676,-1.210417831,-1.623913972
"12","Pol_12",12,-61.45119974,15.62960323,NA,0,0.95,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.639482747,-0.718265714,1.640132107,0.482410875,-0.688904759,1.715409454,0.969258156,1.147643547,-0.933831869,-1.289202189,-0.855012409,0.231873568,-0.572710898,-0.929881319,-0.319533078,4.117509459,0.216033932,3.625466812,-0.314392337,2.288915821,-2.354832649,0.271196548,-0.385365754,-1.430362906,-1.839957469,-0.641305939,-0.726512529,1.874067212,0.424948987,-0.689527261,1.891659542,0.896738412,1.314053722,-0.963041295,-1.305759394,-0.835594105,0.140055029,-0.518505649,-0.888373278,-0.349811132,2.68959334,0.1470417,2.322150643,-0.318855584,2.16240488,-2.32158815,0.201109959,-0.383635034,-1.469809461,-1.623913972
"13","Pol_13",13,-61.45504024,15.62896019,8.839856233,1,0.78,0.2,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.84,0,0,0,0,0,0,0.045183512,0.548530276,-0.310449094,0.783596278,0.972800524,-0.184897707,1.22568007,-0.397057198,-0.09061636,-0.830577228,-0.656864192,-0.446386528,1.199582108,-1.319184833,-0.562721408,-0.969378196,0.425430197,-0.755864492,0.027046014,-0.578878688,0.469451093,1.057394773,0.669554159,-0.381684807,0.352469869,0.02176136,0.520811325,-0.326527625,0.875893004,0.849257472,-0.155029823,1.291137391,-0.343354519,-0.135471995,-0.867964054,-0.660981342,-0.432896921,1.287550426,-1.287575219,-0.519569836,-0.867747156,0.347451,-0.94632374,0.001458425,-0.537903585,0.439425506,1.060683592,0.570757038,-0.32674589,0.3500675
"14","Pol_14",14,-61.43750387,15.63439035,8.023552392,1,0.74,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.070342485,0.110126909,-0.608998855,-0.190455083,0.177586984,-0.560612031,-0.18739106,-0.080842847,-0.038099416,-0.956496081,-0.02739613,-0.037805772,1.764344438,1.398714976,-1.363180689,0.041596579,1.136160801,0.336778231,0.274096848,0.227505522,0.564319283,1.678114324,-0.014173056,-1.025210483,-0.357077856,0.02176136,0.05728393,-0.63325189,-0.176414025,0.238265029,-0.551740382,-0.169668729,-0.118508968,-0.011847808,-1.013233048,-0.060060467,-0.019535501,1.844132682,1.366920257,-1.305828537,0.057984585,1.067721612,0.310338368,0.323167199,0.263801838,0.561274509,1.61573621,0.02293429,-1.037484871,-0.320338058
"15","Pol_15",15,-61.41920603,15.63182229,4.941642423,1,0,0.94,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.24118557,0.566876319,-0.532242655,0.401472728,0.027225045,-0.738488589,-0.676125762,0.158343125,-0.081976886,0.806416984,0.763186522,-0.38647287,0.252282235,1.096048437,0.115525997,1.192314035,-0.522141477,1.25310396,-0.337165038,1.640412874,-0.04593362,-0.814922813,-0.517914007,0.033357812,-1.05717144,0.32000642,0.520811325,-0.501558207,0.424948987,0.07814451,-0.732278434,-0.69636469,0.125280362,-0.135471995,0.851886917,0.842987394,-0.432896921,0.179568029,1.056048629,0.091122992,1.456427702,-0.559264552,1.250336997,-0.318855584,1.676933717,-0.0559914,-0.817682913,-0.483631676,0.03435269,-0.991743472
"16","Pol_16",16,-61.42311876,15.62866349,8.022240917,1,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009256896,0.431080366,-0.33100557,0.623233564,0.574323665,-0.317528856,0.62471137,-0.306664543,-0.274177934,-1.299373858,-0.963930376,-0.216595399,0.852545695,1.191472261,-0.863913541,-0.362894962,0.824244014,-0.138370708,1.594659884,0.287533696,0.742129858,1.789676067,0.97469153,-0.977867393,0.051620354,0.02176136,0.520811325,-0.326527625,0.61010956,0.596842893,-0.335937527,0.62447795,-0.343354519,-0.240722746,-1.305759394,-1.026848169,-0.177911057,0.954033144,1.214407411,-0.852462117,-0.310554976,0.77599093,-0.187714871,1.682377892,0.263801838,0.729000919,1.61573621,1.127627167,-0.919252604,0.052718235
"17","Pol_17",17,-61.45039161,15.63241601,7.484368643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.169097186,0.044917855,-0.736665392,-0.484365383,0.404598371,-0.551740382,0.017324204,-0.423208975,-0.094483769,-0.060320395,1.883224089,-0.242341233,1.052150495,0.857706093,0.605133763,-0.857838129,1.293985718,-0.355116099,0.660928444,0.247654015,0.549459519,1.560098636,-0.26651243,-0.999796682,-0.245501191,0.148707613,0.05728393,-0.704628544,-0.496738267,0.417489737,-0.551740382,-0.037740646,-0.453771188,-0.135471995,-0.114099385,1.616034163,-0.3096861,0.954033144,0.879018736,0.554304918,-0.867747156,1.319425739,-0.365415348,0.755569556,0.263801838,0.561274509,1.61573621,-0.284470665,-1.037484871,-0.242071067
"18","Pol_18",18,-61.45536704,15.62760264,6.049733455,1,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0.18,0,0,0,0,0,0,0.068011361,0.603670547,-0.310028347,0.842148297,1.020379377,-0.195543685,1.24573191,-0.105260195,0.012788454,-0.457097995,-0.332728413,-0.43507533,1.179743736,1.628619905,-0.915611256,-0.335454581,0.414507579,-0.122383813,0.387301007,-0.234739537,0.464142527,1.09799484,0.343533379,-0.783697361,-0.462635782,0.02176136,0.520811325,-0.326527625,0.875893004,1.262373878,-0.155029823,1.291137391,-0.118508968,-0.011847808,-0.519483706,-0.347383672,-0.432896921,1.287550426,1.522072746,-0.852462117,-0.310554976,0.347451,-0.075345452,0.323167199,-0.208243045,0.439425506,1.060683592,0.417217468,-0.798976884,-0.492120217
"19","Pol_19",19,-61.43265413,15.63269329,8.477204183,1,0.39,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.447220084,0.68206487,-0.646685728,0.275530855,0.879931652,-0.582495431,0.302803984,0.151561479,0.368088718,-1.098816922,-0.31953419,-0.009975172,2.240456179,1.290452757,-0.931366297,-0.139052595,1.373831438,0.282361304,0.604224927,0.397951244,0.677456116,1.682861251,0.122778309,-0.990357549,-0.423176919,0.553056305,0.76976044,-0.63325189,0.272137375,0.849257472,-0.551740382,0.245685272,0.125280362,0.303783124,-1.150012226,-0.347383672,-0.019535501,1.844132682,1.214407411,-0.852462117,-0.161919579,1.319425739,0.310338368,0.515010717,0.378991159,0.669567144,1.61573621,0.142969697,-1.037484871,-0.409826658
"20","Pol_20",20,-61.42755744,15.63870271,NA,0,0.99,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.464755411,-0.591377661,-0.171302185,-0.561610947,-0.453152238,0.052566758,0.017535337,1.437206916,0.199629445,0.021775993,0.023605415,-0.779756577,0.211134372,1.507921612,0.053639434,2.44491661,2.838222682,1.893194604,5.174386392,0.324233707,1.013499951,1.709158436,3.81117185,-1.180627154,0.616627843,-0.441000955,-0.553739653,-0.131691899,-0.59962565,-0.500001887,0.062177711,-0.037740646,1.314053722,0.130528823,0.092323402,0.076803693,-0.774389267,0.179568029,1.522072746,0.091122992,2.68959334,2.790004162,2.322150643,3.453399145,0.378991159,0.967163452,1.61573621,3.315403957,-1.210417831,0.537397944
"21","Pol_21",21,-61.45632189,15.62517486,NA,0,0.22,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.69,0,0,0,0,0,0,-0.572364102,-0.371344547,1.376804847,1.234112854,-0.127720469,1.667798272,2.152916069,0.753740285,2.523014511,-0.652640811,-1.023553067,-0.396935842,0.537441063,-1.535327727,-1.406753119,-2.505785451,0.381877986,-1.003507631,0.426050101,0.142684089,0.449821008,0.758822535,-0.515384997,-0.577928559,0.239698805,-0.568425919,-0.381613508,1.139443662,1.251936815,-0.067056305,1.891659542,1.883466031,0.708151693,2.696639877,-0.699373115,-1.026848169,-0.432896921,0.522994543,-1.594135586,-1.305828537,-2.534623259,0.347451,-0.94632374,0.515010717,0.162778151,0.439425506,0.6766842,-0.483631676,-0.55957751,0.182195788
"22","Pol_22",22,-61.45752637,15.62464574,5.768320996,1,0.34,0.64,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.99,0,0,0,0,0,0,-0.389711838,0.143737061,0.581894321,1.484052427,0.452462782,0.676095804,2.018250284,0.56457177,2.082249247,-0.842548636,-0.154903444,-0.485216951,1.02406274,1.417809185,-0.738742079,-1.071517392,0.234284383,-0.43612661,0.139895143,0.389646001,0.588835781,0.694409524,-0.220688883,-0.618055613,-0.440405203,-0.383637465,0.186951111,0.487406658,1.251936815,0.417489737,0.683562775,1.883466031,0.481504975,1.941335669,-0.867964054,-0.206913552,-0.432896921,0.954033144,1.366920257,-0.679621643,-1.348716055,0.1470417,-0.365415348,0.139895143,0.378991159,0.611062103,0.6766842,-0.181209919,-0.68176732,-0.409826658
"23","Pol_23",23,-61.4485651,15.62540308,8.087025471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001959443,0.400306026,-0.339961462,0.574929198,0.367352641,-0.405210317,0.276205826,0.011288798,0.197639941,0.051499193,0.555235894,0.167936591,1.059245124,-1.3240278,-0.374516204,-0.647715953,0.905334083,0.229789017,0.623193724,-0.074871547,0.473999784,1.615832502,-0.038251113,-1.052360195,-0.262914968,0.02176136,0.348363315,-0.326527625,0.61010956,0.417489737,-0.412307636,0.245685272,-0.002676905,0.130528823,0.092323402,0.512738062,0.140055029,0.954033144,-1.287575219,-0.349811132,-0.598424898,1.067721612,0.245622191,0.515010717,-0.080010728,0.501249719,1.61573621,-0.08800172,-1.037484871,-0.242071067
"24","Pol_24",24,-61.43554034,15.63245591,9.119540008,1,0.52,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.706969956,0.679467837,-0.793526288,-0.051230833,0.81978361,-0.721041013,-0.084791797,-0.301162852,-0.033885177,1.234102547,0.166552042,0.126238233,2.476025551,0.295413845,1.015647284,-0.299375562,1.725290867,0.195970587,0.796245961,0.551550612,0.728800397,1.8042776,0.066208855,-1.21077712,-0.367928478,0.871387534,0.76976044,-0.772729386,-0.051762666,0.849257472,-0.732278434,-0.037740646,-0.343354519,-0.011847808,1.185465388,0.221449682,0.140055029,2.926369406,0.266747032,1.075606044,-0.310554976,1.833998568,0.201658232,0.755569556,0.595873213,0.729000919,1.61573621,0.02293429,-1.210417831,-0.320338058
"25","Pol_25",25,-61.43557537,15.62461734,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,0,0,0,0,-0.482808182,-0.60830048,-0.110354036,-0.532910879,-0.810575325,-0.348431765,-0.964234157,1.962243337,0.115027198,1.054087392,-0.279405791,1.312453383,-0.129616802,-1.163475138,-0.81913284,0.791379581,0.314475755,0.918147784,-0.098634948,1.967206722,-1.655020122,0.725057021,0.087743296,-0.836488357,-1.017282774,-0.488172421,-0.638006287,-0.131691899,-0.496738267,-0.790427941,-0.335937527,-1.006615734,1.857070407,0.130528823,1.011325909,-0.347383672,1.345123758,-0.112401368,-1.16763057,-0.852462117,0.89631363,0.347451,0.780260823,-0.118313807,1.676933717,-1.674175286,0.6766842,0.142969697,-0.798976884,-0.991743472
"26","Pol_26",26,-61.44499456,15.62940568,8.527539483,1,0.88,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.548490428,1.197318069,-0.517456417,0.986125855,1.668345972,-0.424875805,1.226135181,-0.202303569,0.086504122,0.219800327,0.925620534,0.303044444,1.886635704,1.456088267,-0.861082928,0.065479874,0.744536555,0.275751338,0.210698461,-0.003871018,0.679514109,0.612973447,0.010214122,-0.770108836,-0.199197161,0.553056305,1.122136382,-0.501558207,0.875893004,1.831147405,-0.412307636,1.291137391,-0.23793848,0.130528823,0.288496912,0.842987394,0.316436244,1.844132682,1.522072746,-0.852462117,0.057984585,0.77599093,0.310338368,0.139895143,0.040084174,0.669567144,0.6766842,0.02293429,-0.798976884,-0.153363652
"27","Pol_27",27,-61.41879232,15.62805423,7.61283103,1,0,0.96,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.369099165,0.135262904,0.454227784,1.324099721,0.337337993,0.45519175,1.58290661,-0.761183615,-0.765657441,1.049460334,-0.409261815,-0.305424044,0.443367002,-1.205373223,-0.942546199,-1.154092612,0.666626489,-0.235675553,0.387148851,-0.061885249,0.242839704,0.996517365,-0.661670209,-0.835096114,-0.369502912,-0.383637465,0.186951111,0.487406658,1.251936815,0.417489737,0.428133221,1.883466031,-0.80105621,-0.80740309,1.011325909,-0.347383672,-0.3096861,0.522994543,-1.16763057,-1.050951202,-1.348716055,0.77599093,-0.187714871,0.323167199,-0.080010728,0.247863317,1.060683592,-0.710244545,-0.798976884,-0.409826658
"28","Pol_28",28,-61.41902181,15.62510818,8.86220033,1,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.14,0,0,0,0,0,0,-0.229364936,0.508955537,0.279257308,1.635139154,0.787519475,0.282786043,1.85739688,-0.560926418,-0.387384138,1.106692425,-0.990760932,-0.097508703,1.266194889,-1.136765156,-0.246806015,-0.212481022,0.896208858,-0.093791868,0.759627052,0.533774398,0.385421665,1.248062945,-0.076402973,-1.108461918,-0.531346836,-0.245144425,0.520811325,0.273216589,1.867996434,0.849257472,0.240719642,1.883466031,-0.564764003,-0.344473139,1.185465388,-1.026848169,-0.177911057,1.287550426,-1.16763057,-0.179387199,-0.228869027,0.77599093,-0.075345452,0.755569556,0.595873213,0.360034477,1.296318453,-0.08800172,-1.037484871,-0.579984617
"29","Pol_29",29,-61.44462679,15.62273639,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.261905862,-0.416759906,-0.548651772,-0.720821776,-0.408546524,-0.487864512,-0.625569791,0.625022564,0.213768537,0.309657599,-0.308239659,0.518211042,0.328379038,-1.572414955,-1.66936882,0.289068163,1.077745534,0.44868649,0.792289901,0.026265538,0.463836466,1.801026669,-0.134478087,-1.121249853,-0.726110597,-0.245144425,-0.381613508,-0.573535927,-0.688060077,-0.405962321,-0.481062914,-0.598599803,0.708151693,0.130528823,0.288496912,-0.347383672,0.510893742,0.328921426,-1.594135586,-1.68297884,0.31053772,1.067721612,0.406720893,0.755569556,0.040084174,0.439425506,1.61573621,-0.181209919,-1.210417831,-0.691509253
"30","Pol_30",30,-61.43899679,15.62322428,NA,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,0,0,0,0,-0.310096868,-0.513944939,-0.555684251,-0.865702106,-0.584881076,-0.542573012,-0.906269738,0.254330104,0.56175411,-0.72551845,0.215584815,0.977668886,-0.049577348,-1.270296178,-0.813512342,-0.257452757,0.92310062,0.121570042,0.159979751,-0.245108617,0.497904162,1.06195722,0.07471669,-0.91752841,-0.150716975,-0.318266217,-0.553739653,-0.573535927,-0.894793696,-0.59817902,-0.551740382,-0.894477919,0.303286717,0.516282626,-0.699373115,0.221449682,1.000517879,-0.112401368,-1.287575219,-0.852462117,-0.228869027,1.067721612,0.103277346,0.139895143,-0.208243045,0.501249719,1.060683592,0.02293429,-0.919252604,-0.153363652
"31","Pol_31",31,-61.43063673,15.63147473,10.10315775,1,0.19,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.524900525,1.146806515,-0.519139404,0.940678936,1.418327352,-0.477514255,0.927464235,0.098246929,0.127117893,1.60995327,-1.59107736,0.097882916,2.149386664,-0.13673217,0.440713852,-0.076295428,1.305807032,0.158462874,0.535196763,0.627912581,0.451879001,1.528103761,-0.165483795,-1.163391071,-0.495267576,0.553056305,1.122136382,-0.501558207,0.875893004,1.262373878,-0.481062914,0.896738412,0.125280362,0.130528823,1.53504503,-1.630739471,0.140055029,1.844132682,-0.144400831,0.389056866,-0.058891112,1.319425739,0.170760485,0.515010717,0.595873213,0.439425506,1.61573621,-0.181209919,-1.210417831,-0.492120217
