"","SU_ID","ID","lon","lat","y.logsize","y.pres","Forest","Agriculture","Builtup","Roads","Bare","Quarry","RGA","CRL","YPD","YPC","YPV","YPI","BAP","BAO","BAY","IGO","IPL","IGY","IBP","OPL","PBA","PPD","PCR","PLI","PIC","PLP","scaledSU_Area","scaledSU_Perimeter","scaledSU_P.A","scaledSU_P.sqrt.A","scaledSU_Max.Distance","scaledSU_D.A","scaledSU_D.sqrt.A","scaledDist2Stream..MEAN.","scaledDist2Stream..STDDEV","scaledEastness..MEAN.","scaledEastness..STDDEV.","scaledElevation..MEAN.","scaledElevation..STDDEV.","scaledNorthness..MEAN.","scaledNorthness..STDDEV.","scaledPlanarCurvature..MEAN.","scaledPlanarCurvature..STDDEV.","scaledProfileCurvature..MEAN.","scaledProfileCurvature..STDDEV.","scaledRSP..MEAN.","scaledRSP..STDDEV.","scaledSlope..MEAN.","scaledSlope..STDDEV.","scaledTWI..MEAN.","scaledTWI..STDDEV.","scaledSU_Area.levels","scaledSU_Perimeter.levels","scaledSU_P.A.levels","scaledSU_P.sqrt.A.levels","scaledSU_Max.Distance.levels","scaledSU_D.A.levels","scaledSU_D.sqrt.A.levels","scaledDist2Stream..MEAN.levels","scaledDist2Stream..STDDEV.levels","scaledEastness..MEAN.levels","scaledEastness..STDDEV.levels","scaledElevation..MEAN.levels","scaledElevation..STDDEV.levels","scaledNorthness..MEAN.levels","scaledNorthness..STDDEV.levels","scaledPlanarCurvature..MEAN.levels","scaledPlanarCurvature..STDDEV.levels","scaledProfileCurvature..MEAN.levels","scaledProfileCurvature..STDDEV.levels","scaledRSP..MEAN.levels","scaledRSP..STDDEV.levels","scaledSlope..MEAN.levels","scaledSlope..STDDEV.levels","scaledTWI..MEAN.levels","scaledTWI..STDDEV.levels"
"2057","Pol_2059",2058,-61.35552649,15.23822954,10.60717895,1,0,0.98,0.01,0.01,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278895349,-0.419302448,-0.517276097,-0.68298015,-0.460539769,-0.498066908,-0.698877767,-1.372611476,-1.329547407,0.010409738,1.052837713,-0.978243236,-1.097588117,-1.321424988,-1.160211498,-0.570476362,-1.094887616,-0.412453709,-0.916474137,-1.982088273,-1.87628073,-1.704518374,-1.190367395,3.101992784,0.632296774,-0.245144425,-0.381613508,-0.501558207,-0.688060077,-0.500001887,-0.481062914,-0.69636469,-1.29297698,-1.319519174,0.092323402,1.055238233,-0.96709469,-1.073218308,-1.287575219,-1.305828537,-0.598424898,-1.161287455,-0.365415348,-0.942315319,-1.89564979,-1.674175286,-1.704785318,-1.323223576,3.111119492,0.537397944
"2058","Pol_2060",2059,-61.35892486,15.23360831,6.70930434,1,0.19,0.29,0.42,0.08,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311676485,-0.477837445,-0.510904792,-0.757508157,-0.559026037,-0.518619561,-0.84179067,-0.843438957,-0.446254259,-1.480719169,-1.320803025,-1.060285861,-0.855338398,0.80354004,-0.014485338,-0.323767011,-1.106155887,-0.198629001,-0.926719316,-1.484204605,-0.333229411,-1.447448846,-1.160219297,2.009235456,0.633515302,-0.318266217,-0.471201706,-0.501558207,-0.786652679,-0.59817902,-0.481062914,-0.894477919,-0.80105621,-0.450222379,-1.480597353,-1.309211451,-1.045367417,-0.873352559,0.879018736,-0.054680718,-0.310554976,-1.161287455,-0.187714871,-0.942315319,-1.530543416,-0.277906344,-1.704785318,-1.323223576,1.86937705,0.537397944
"2059","Pol_2061",2060,-61.35464455,15.23371718,4.787491743,1,0,0.93,0.04,0.03,0,0,0,0,0.24,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260821765,-0.5262121,-0.662674098,-1.021064919,-0.598744234,-0.629071587,-1.048957431,0.405380794,0.469679264,0.153714934,0.074289192,-0.736409838,-0.000943572,1.662095686,-1.254836778,0.33073689,-0.671601604,-0.051211391,-0.760209793,0.767740941,1.101930317,-0.244455321,-0.045969601,0.324411738,0.427902427,-0.245144425,-0.553739653,-0.63325189,-0.991585166,-0.59817902,-0.614876949,-1.006615734,0.481504975,0.516282626,0.092323402,0.076803693,-0.774389267,0.031776602,1.693372865,-1.305828537,0.31053772,-0.65839768,-0.075345452,-0.775678999,0.724323253,1.1550107,-0.223738411,-0.08800172,0.400098588,0.3500675
"2060","Pol_2062",2061,-61.32469275,15.23439882,NA,0,0.04,0.92,0.03,0.01,0,0,0,0,0.26,0,0.07,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.341698878,0.26374552,-0.754336749,-0.312998435,0.079280556,-0.771609411,-0.710720024,-0.71493543,-0.492264355,0.098353314,1.547061534,-0.37909875,-0.487723875,-0.751499967,0.875677895,0.109689376,-0.841800879,0.252847037,-0.79332911,-0.138900389,1.067377146,-1.424170194,-0.373903533,0.886544908,-0.045615997,0.32000642,0.348363315,-0.772729386,-0.28204648,0.07814451,-0.795784653,-0.69636469,-0.684491156,-0.450222379,0.092323402,1.616034163,-0.3096861,-0.518505649,-0.728620537,0.87053256,0.119598403,-0.846432622,0.245622191,-0.775678999,-0.208243045,0.967163452,-1.289946351,-0.383635034,0.821317454,-0.059757245
"2061","Pol_2063",2062,-61.33619073,15.23392593,NA,0,0.79,0.2,0.01,0.01,0,0,0,0,0.17,0,0.19,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.169443744,0.609347019,-0.436072005,0.622815155,0.585439721,-0.482837244,0.30556749,2.089324627,0.93687527,0.175863905,0.513076552,0.776857188,1.243354555,1.598017039,-1.373206624,0.761398424,0.515991144,0.35737673,0.077764724,1.67247719,-0.526701839,1.048113967,0.169223079,-0.852645599,-0.779038106,0.148707613,0.520811325,-0.423269287,0.61010956,0.596842893,-0.481062914,0.245685272,1.857070407,1.039396634,0.092323402,0.512738062,0.723077964,1.287550426,1.522072746,-1.305828537,0.89631363,0.537456162,0.310338368,0.139895143,1.676933717,-0.637052467,1.060683592,0.142969697,-0.798976884,-0.826565187
"2062","Pol_2064",2063,-61.34882456,15.23702531,10.09013308,1,0,0.98,0,0.02,0,0,0,0,0,0.21,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334772912,-0.291947754,-0.230146602,-0.138777822,-0.312042771,-0.259715278,-0.184918449,-1.423770741,-1.440360547,-1.014272417,-0.037336699,-0.582788852,-0.247914002,-1.000948647,-0.070683523,-0.206891315,-0.257855601,0.065001032,0.081517908,-0.974160174,0.466432703,-0.912423494,0.083978994,1.488792441,1.147617614,-0.318266217,-0.296276165,-0.233692894,-0.176414025,-0.293708517,-0.25646234,-0.169668729,-1.503502945,-1.319519174,-1.013233048,-0.060060467,-0.574007687,-0.260582205,-1.036968685,-0.054680718,-0.228869027,-0.187619019,0.059159667,0.139895143,-1.094579393,0.439425506,-0.817682913,0.142969697,1.86937705,1.251356798
"2063","Pol_2065",2064,-61.34898347,15.23216867,10.963844,1,0.01,0.97,0.01,0.02,0,0,0,0,0,0.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108987953,0.364567852,-0.502549967,0.25815891,0.551823155,-0.439957608,0.366357582,-1.284067344,-1.081463567,-0.781111914,0.968822979,-0.839357181,-0.956459903,0.347271744,1.514357813,-0.290228768,-1.225198596,-0.14113767,-1.1332459,-1.891501704,-1.687578623,-1.858109723,-1.624783251,3.180447522,1.354180578,0.148707613,0.348363315,-0.501558207,0.272137375,0.596842893,-0.412307636,0.428122995,-1.29297698,-1.130418325,-0.867964054,1.055238233,-0.868597279,-0.981383283,0.266747032,1.544663018,-0.310554976,-1.161287455,-0.187714871,-1.058156851,-1.89564979,-1.674175286,-1.704785318,-1.793005774,3.111119492,1.251356798
"2064","Pol_2066",2065,-61.34477783,15.23185058,11.51224523,1,0.81,0.18,0,0,0,0,0,0,0,0.76,0.22,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.847384751,0.346637701,-0.9534701,-0.68444584,0.223156795,-0.899804735,-0.936179176,-0.526414996,-0.097515542,-1.526050585,-1.173145162,-0.03662672,1.753720225,-0.324155364,0.370803826,-0.090523773,2.078616819,-0.099479513,0.809787856,-0.365237538,0.859836491,1.645456801,1.242003751,-0.717487721,-0.243480366,0.871387534,0.348363315,-0.948631514,-0.688060077,0.238265029,-0.877477752,-0.894477919,-0.564764003,-0.135471995,-1.480597353,-1.309211451,-0.019535501,1.844132682,-0.336296781,0.389056866,-0.110595904,1.833998568,-0.075345452,0.755569556,-0.372104899,0.866875881,1.61573621,1.127627167,-0.68176732,-0.242071067
"2065","Pol_2067",2066,-61.3641849,15.23762124,8.272826004,1,0.42,0.56,0,0.02,0,0,0,0,0.32,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.587544625,-0.434918618,1.464800991,1.147218683,-0.239059823,1.712304377,1.972872954,-1.421119583,-1.267507985,-0.603485932,1.947813611,-0.613072448,0.290660235,-0.56139463,0.253391094,-6.806302931,1.578181176,-4.276209317,0.7711402,-1.688361176,-1.652255024,1.152229062,0.551721798,0.221312545,1.238598457,-0.568425919,-0.471201706,1.874067212,1.251936815,-0.181947488,1.891659542,1.883466031,-1.503502945,-1.319519174,-0.519483706,2.067860317,-0.574007687,0.328921426,-0.535121913,0.226870221,-2.534623259,1.833998568,-3.127843044,0.755569556,-1.530543416,-1.674175286,1.060683592,0.570757038,0.265625115,1.251356798
"2066","Pol_2068",2067,-61.36431899,15.23429908,4.025351691,1,0.82,0,0,0.02,0.15,0,0,0,0,0.59,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.623942107,-0.955957234,0.107472485,-1.153795432,-1.091731204,-0.032896792,-1.209003835,-1.087989679,-0.851004698,-0.845770876,0.6496264,-0.994512449,-0.566694966,-0.925229125,0.127228578,1.623229647,2.660488183,-0.131299581,1.660898518,-1.50344138,-1.118992159,1.03787551,2.662715836,-0.583610784,1.669928396,-0.606754857,-0.996161409,0.11546667,-1.116706605,-1.097303306,-0.056332731,-1.146960429,-1.106103596,-0.80740309,-0.867964054,0.66476867,-0.96709469,-0.518505649,-0.888373278,0.091122992,1.456427702,2.790004162,-0.187714871,1.682377892,-1.530543416,-1.130263627,1.060683592,3.315403957,-0.55957751,2.011973325
"2067","Pol_2069",2068,-61.36238989,15.23966379,NA,0,0,0.98,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.645738607,-0.976954426,0.393159421,-1.047413327,-1.010853546,0.619465112,-0.569339014,-0.171710251,-0.30906677,-1.560491223,-1.856108545,0.101913296,-0.042931623,1.004370169,-1.114018884,1.688273513,0.741702205,0.74321427,-0.02113676,0.58449943,0.358509452,1.760202005,-0.379203603,-1.360878664,-1.49950884,-0.641305939,-0.996161409,0.487406658,-0.991585166,-0.975562942,0.683562775,-0.598599803,-0.118508968,-0.344473139,-1.480597353,-1.630739471,0.140055029,-0.112401368,1.056048629,-1.050951202,1.456427702,0.77599093,0.780260823,0.001458425,0.595873213,0.360034477,1.61573621,-0.383635034,-1.469809461,-1.623913972
"2068","Pol_2070",2069,-61.36138467,15.23777326,NA,0,0.41,0.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496813473,-0.657950673,-0.131691899,-0.647565378,-0.790351091,-0.263116077,-0.841007129,2.004921847,-0.208635303,0.248881043,-0.204032928,-0.085818099,0.245329617,-1.593418774,-2.118838904,2.072184769,1.252507422,0.537690449,-0.325195423,1.523803815,-0.985971949,1.414372839,-0.89744582,-1.159310023,-1.123914452,-0.488172421,-0.638006287,-0.131691899,-0.688060077,-0.790427941,-0.25646234,-0.796674911,1.857070407,-0.240722746,0.288496912,-0.206913552,-0.019535501,0.179568029,-1.594135586,-2.130259782,2.68959334,1.319425739,0.55014178,-0.318855584,1.676933717,-1.130263627,1.296318453,-0.863379605,-1.210417831,-1.261588409
"2069","Pol_2071",2070,-61.33557306,15.22949036,9.50807178,1,0.99,0.01,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,-0.019376676,-0.190076838,-0.704868971,-0.673475634,-0.263224582,-0.684371531,-0.808322455,0.64366745,0.749771848,1.065359337,-0.009069285,0.785119053,1.207998779,1.003735521,0.389348752,-0.426414362,2.027252862,0.294351474,0.333792768,0.681486161,0.584624811,1.397779009,0.273319077,-0.985224996,-0.186351352,0.02176136,-0.184636981,-0.704628544,-0.688060077,-0.293708517,-0.674612718,-0.796674911,0.708151693,0.739388989,1.011325909,-0.060060467,0.723077964,1.287550426,1.056048629,0.389056866,-0.427430673,1.833998568,0.310338368,0.323167199,0.724323253,0.561274509,1.296318453,0.258034724,-1.037484871,-0.153363652
"2070","Pol_2072",2071,-61.34027304,15.23033223,6.298949247,1,1,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,-0.125737334,-0.229364762,-0.604070109,-0.560424615,-0.311729611,-0.608962517,-0.719321377,1.572860545,0.789549898,-1.140470269,-0.598802702,1.291584291,-0.070393993,-0.767694818,0.74064341,0.774356381,-0.034909759,0.75458956,-0.429016621,2.103388213,-1.861041029,0.068183652,0.490914971,-0.328139109,-0.855776659,-0.161439462,-0.184636981,-0.63325189,-0.59962565,-0.293708517,-0.614876949,-0.69636469,1.857070407,0.739388989,-1.150012226,-0.660981342,1.345123758,-0.112401368,-0.728620537,0.717672682,0.89631363,-0.017696266,0.780260823,-0.414308195,2.16240488,-1.674175286,0.046158973,0.417217468,-0.32674589,-0.826565187
"2071","Pol_2073",2072,-61.32931068,15.23295257,NA,0,0.22,0.78,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,-0.058071146,-0.399197722,-0.810897112,-1.078695263,-0.459471952,-0.751056758,-1.109274818,2.089846655,0.518821037,1.46681508,-0.809095131,-0.023958969,0.104098295,-0.475190198,0.287195534,0.794428512,-0.164391173,-0.058743677,-0.659279561,1.448680148,0.059140103,0.732962285,-0.622340887,-0.515789228,-1.080288769,-0.062858841,-0.381613508,-0.84275364,-1.116706605,-0.500001887,-0.732278434,-1.146960429,1.857070407,0.516282626,1.53504503,-0.835594105,-0.019535501,0.179568029,-0.535121913,0.226870221,0.89631363,-0.187619019,-0.075345452,-0.650099475,1.676933717,0.125096133,0.6766842,-0.590421826,-0.55957751,-0.991743472
"2072","Pol_2074",2073,-61.31691195,15.23733046,7.135687347,1,0,0.99,0.01,0,0,0,0.84,0,0.07,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,-0.13150537,-0.206546684,-0.57762318,-0.493187254,-0.20752841,-0.542720873,-0.5044107,0.126178783,0.554239185,0.817991506,-0.412639813,-0.686546531,-0.069286118,1.530619713,-1.149927617,0.048710752,-0.159897691,-0.019237603,-0.345280031,0.662072486,0.438961138,0.770009324,-0.394601529,-0.005256911,-0.293384178,-0.161439462,-0.184636981,-0.573535927,-0.496738267,-0.181947488,-0.551740382,-0.49308103,0.125280362,0.516282626,0.851886917,-0.347383672,-0.684457355,-0.112401368,1.522072746,-1.050951202,0.057984585,-0.187619019,-0.001175487,-0.318855584,0.595873213,0.439425506,0.6766842,-0.383635034,0.03435269,-0.320338058
"2073","Pol_2075",2074,-61.31587891,15.23075069,10.35303334,1,0,1,0,0,0,0,0.06,0,0.91,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.378678637,0.35720541,-0.737266458,-0.19511051,0.678297132,-0.602456641,0.112757822,0.05182852,0.454152895,1.156477998,-0.047146016,-0.580054945,1.062194229,-0.403469335,1.151041535,0.636392244,4.025331516,0.152006629,2.236809463,0.287579055,0.997848652,2.376685925,1.650651072,-1.478706732,0.597713528,0.32000642,0.348363315,-0.704628544,-0.176414025,0.596842893,-0.614876949,0.089883829,-0.002676905,0.516282626,1.185465388,-0.060060467,-0.574007687,0.954033144,-0.336296781,1.075606044,0.632072925,2.790004162,0.138940417,1.682377892,0.263801838,0.967163452,2.092975477,1.755077505,-1.469809461,0.537397944
"2074","Pol_2076",2075,-61.33470593,15.23169952,10.15237682,1,0.9,0.1,0,0,0,0,0,0,0.29,0,0.17,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,-0.166844728,-0.231684663,-0.543963453,-0.4741715,-0.187821069,-0.485055156,-0.388074843,0.437742743,0.495794403,0.804915892,0.253060553,0.61258514,1.353564213,-1.22450332,-0.765324045,0.150341793,0.896831032,0.204578915,0.131678712,0.680197964,0.811552814,1.136425019,0.193240921,-0.651614914,-0.379094288,-0.161439462,-0.184636981,-0.573535927,-0.496738267,-0.181947488,-0.481062914,-0.389910533,0.481504975,0.516282626,0.851886917,0.221449682,0.510893742,1.287550426,-1.16763057,-0.852462117,0.119598403,0.77599093,0.201658232,0.139895143,0.724323253,0.792392374,1.060683592,0.142969697,-0.68176732,-0.409826658
"2075","Pol_2077",2076,-61.35730517,15.23249367,8.84332645,1,0,0.97,0.02,0.01,0,0,0,0,0.64,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.507345709,-0.718505251,-0.19961242,-0.828552366,-0.721555929,-0.109192971,-0.569945437,0.7660278,-0.313915818,-1.166041888,-1.141043824,-0.692384362,-0.179848969,1.320396421,-0.703342449,0.684921066,-0.379525269,-0.066583404,-0.653903378,1.331676465,0.809442052,0.416552981,-0.856971827,-0.41055383,-1.14542417,-0.488172421,-0.726512529,-0.233692894,-0.786652679,-0.689527261,-0.155029823,-0.598599803,0.708151693,-0.344473139,-1.150012226,-1.026848169,-0.684457355,-0.112401368,1.366920257,-0.679621643,0.632072925,-0.347345025,-0.075345452,-0.650099475,1.163671061,0.792392374,0.354326321,-0.863379605,-0.445244206,-1.261588409
"2076","Pol_2078",2077,-61.35602393,15.23049897,8.646816959,1,0.15,0.83,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215030933,-0.047320506,-0.287067605,0.125396471,-0.031506093,-0.30732646,0.060562046,-0.847012879,-0.815958377,-1.130673874,-0.561154264,-0.391533688,0.321457725,-0.134529791,1.744716746,0.541621299,0.544403776,0.322482259,0.212930084,0.024505607,0.64768382,0.334887445,0.266992677,-0.607385332,0.672286481,-0.245144425,-0.080240415,-0.326527625,0.107010011,-0.067056305,-0.335937527,0.089883829,-0.80105621,-0.80740309,-1.150012226,-0.497573306,-0.432896921,0.328921426,-0.144400831,1.544663018,0.450153362,0.537456162,0.310338368,0.139895143,0.040084174,0.669567144,0.354326321,0.258034724,-0.55957751,0.808002953
"2077","Pol_2079",2078,-61.35121458,15.23044287,10.10838566,1,0.26,0.74,0,0,0,0,0,0,0.57,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126968561,-0.487603886,-0.807711459,-1.176806232,-0.618955755,-0.782846832,-1.316320764,-0.151503886,-0.104634956,1.070281113,0.09328611,-0.419744653,0.190305367,1.123683948,-0.205772312,0.574905464,0.73679394,0.230711338,0.01385915,1.091976538,0.729000919,0.681494443,0.36434763,-0.666307664,-0.13687131,-0.161439462,-0.471201706,-0.84275364,-1.116706605,-0.59817902,-0.795784653,-1.305443858,-0.118508968,-0.135471995,1.011325909,0.076803693,-0.432896921,0.179568029,1.056048629,-0.179387199,0.632072925,0.77599093,0.245622191,0.001458425,1.163671061,0.729000919,0.6766842,0.417217468,-0.68176732,-0.153363652
"2078","Pol_2080",2079,-61.3608363,15.23087552,NA,0,0.3,0,0.03,0.03,0.64,0,0,0,0.64,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718272344,-1.164448932,4.275268014,-0.753151413,-1.29428613,4.103509435,-0.455847597,-1.057104913,-1.319688056,-1.930907363,-2.998223985,-1.19918733,-1.365809279,-0.115050261,-2.313302681,-0.259231301,-1.525847113,-0.901591181,-1.107379359,-2.056245793,-2.734147101,-2.179463197,-1.741473026,5.044745593,0.922586726,-0.708219914,-1.120314415,3.426952724,-0.786652679,-1.228590826,3.632498817,-0.49308103,-1.106103596,-1.319519174,-1.682187763,-2.174158402,-1.182555505,-1.334917925,-0.144400831,-2.130259782,-0.228869027,-1.31745324,-0.94632374,-1.058156851,-2.028447496,-2.649985751,-2.106369066,-1.793005774,3.111119492,0.808002953
"2079","Pol_2081",2080,-61.36002797,15.23063201,NA,0,0.7,0.01,0.24,0.05,0,0,0,0,0.89,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689795364,-0.934723512,2.943605049,0.283478941,-1.064668108,2.243716137,0.110052965,-1.262828749,-1.129346102,-1.832613323,-2.230520531,-1.072907569,-0.639437881,0.082553742,-0.923940181,-1.901842993,-0.338530887,-1.859882506,-0.369625012,-2.033829348,-2.630645895,-0.511630697,0.087450272,2.551030751,-0.025350443,-0.677496019,-0.897196928,3.426952724,0.272137375,-1.097303306,1.891659542,0.089883829,-1.29297698,-1.130418325,-1.682187763,-2.174158402,-1.045367417,-0.643446662,0.056351855,-0.852462117,-1.348716055,-0.347345025,-1.616927832,-0.414308195,-2.028447496,-2.649985751,-0.488612302,0.142969697,3.111119492,-0.059757245
"2080","Pol_2082",2081,-61.35134377,15.22564391,NA,0,0.72,0.25,0,0.03,0,0,0,0,0.37,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525631469,-0.697853051,-0.038646796,-0.642760819,-0.750231759,-0.053449445,-0.560379906,-0.439051212,-0.057349098,-1.185976551,0.522581919,-0.118277746,-0.420609382,-0.238632801,0.733644941,0.694576015,-0.219211655,-0.987367016,-0.410859323,-0.509429439,0.55946453,0.211663885,0.401791522,1.351121496,2.685843693,-0.531436775,-0.726512529,-0.024521731,-0.59962565,-0.790427941,-0.056332731,-0.598599803,-0.453771188,-0.011847808,-1.150012226,0.512738062,-0.177911057,-0.39148586,-0.336296781,0.717672682,0.632072925,-0.187619019,-0.94632374,-0.414308195,-0.537903585,0.561274509,0.201109959,0.417217468,1.206859365,3.003062641
"2081","Pol_2083",2082,-61.33387822,15.22727443,6.66949809,1,0.88,0.12,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.02,0,0,0,0.31,0,0,0,0,-0.498885748,-0.398009338,0.420027097,0.370487796,-0.342938593,0.412164254,0.579052528,-0.305761115,-0.163637903,1.263493698,-0.762687387,0.648868968,1.40543494,-1.049295206,-0.776985898,0.083773461,2.345737046,0.09666738,0.658950414,1.367977317,0.085883455,1.806502497,0.772154333,-1.103957143,-0.320576334,-0.488172421,-0.381613508,0.487406658,0.424948987,-0.293708517,0.428133221,0.62447795,-0.343354519,-0.135471995,1.185465388,-0.835594105,0.723077964,1.287550426,-1.036968685,-0.852462117,0.057984585,2.790004162,0.103277346,0.755569556,1.163671061,0.125096133,1.61573621,0.796023726,-1.037484871,-0.320338058
"2082","Pol_2084",2083,-61.35565435,15.22864533,6.568077911,1,0.38,0.61,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197124916,-0.28417534,-0.539455453,-0.533701067,-0.270586879,-0.493926805,-0.487148172,0.452207741,0.624823006,-0.149271903,0.964747277,-0.076875682,0.421184067,1.504912702,-1.320103785,0.548735471,-0.475063611,-0.093791868,-0.585889589,0.4885741,1.061931381,0.499395094,-0.42472876,0.068296663,0.094989664,-0.161439462,-0.296276165,-0.573535927,-0.496738267,-0.293708517,-0.481062914,-0.49308103,0.481504975,0.516282626,-0.114099385,1.055238233,-0.019535501,0.328921426,1.522072746,-1.305828537,0.632072925,-0.457089683,-0.075345452,-0.58386084,0.475855421,0.967163452,0.51850913,-0.383635034,0.03435269,0.052718235
"2083","Pol_2085",2084,-61.35894518,15.22759091,NA,0,0.54,0.45,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241013128,-0.486653477,-0.655942153,-0.958843001,-0.632425481,-0.67875282,-1.161479979,1.252116357,0.804756934,-1.791671227,-2.188623692,-0.585449956,0.944759328,0.061691585,-0.563895739,0.721762318,0.11911298,0.122953523,-0.519346642,-0.375824342,0.733391304,1.041607141,-1.292461111,-0.355962486,-1.031706033,-0.245144425,-0.471201706,-0.63325189,-0.991585166,-0.59817902,-0.674612718,-1.146960429,1.314053722,0.739388989,-1.682187763,-2.174158402,-0.574007687,0.954033144,0.056351855,-0.519569836,0.632072925,0.1470417,0.138940417,-0.505424356,-0.372104899,0.729000919,1.060683592,-1.323223576,-0.32674589,-0.991743472
"2084","Pol_2086",2085,-61.35415973,15.22489184,NA,0,0.07,0.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081256645,-0.222156745,-0.657084179,-0.633295791,-0.462086001,-0.733904903,-1.081029817,0.063190768,-0.261045054,0.501830815,0.965272283,-0.026498985,0.082156503,-1.051947127,0.118254789,1.529475012,-0.070373702,-0.138370708,-0.29385126,-0.098040952,1.196439678,0.368507583,-0.352224518,0.624619709,1.844850374,-0.062858841,-0.184636981,-0.63325189,-0.59962565,-0.500001887,-0.732278434,-1.146960429,0.125280362,-0.240722746,0.483622212,1.055238233,-0.019535501,0.031776602,-1.036968685,0.091122992,1.456427702,-0.017696266,-0.187714871,-0.318855584,-0.080010728,1.1550107,0.354326321,-0.383635034,0.573038382,2.011973325
"2085","Pol_2087",2086,-61.34040119,15.2270815,9.131729971,1,1,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,-0.211647747,-0.323839166,-0.550515078,-0.600178487,-0.474838476,-0.60763177,-0.882208703,-0.277671778,0.494051653,-1.203386471,0.018265554,0.84078551,1.397992692,-0.639575301,0.388473095,-0.80270329,1.728125217,0.412408538,0.378780264,0.050618815,0.733950656,1.609902516,-0.153446555,-1.037484871,-0.219512481,-0.245144425,-0.296276165,-0.573535927,-0.59962565,-0.500001887,-0.614876949,-0.894477919,-0.23793848,0.516282626,-1.150012226,0.076803693,0.723077964,1.287550426,-0.728620537,0.389056866,-0.867747156,1.833998568,0.406720893,0.323167199,0.040084174,0.729000919,1.61573621,-0.181209919,-1.037484871,-0.242071067
"2086","Pol_2088",2087,-61.33429319,15.22627698,7.878534196,1,0.84,0.16,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,-0.48726123,-0.505100756,0.118411897,-0.119140337,-0.461173169,0.16390595,0.12895999,-0.440079441,-0.322261635,1.236045715,-0.94169362,0.762472593,1.77777643,1.153582279,-0.190634982,-1.037725071,2.293958306,0.435466559,0.924564295,1.247272335,0.308843226,1.733449547,1.084314148,-1.148031489,-0.419403708,-0.488172421,-0.471201706,0.11546667,-0.176414025,-0.500001887,0.240719642,0.089883829,-0.453771188,-0.344473139,1.185465388,-1.026848169,0.723077964,1.844132682,1.214407411,-0.179387199,-0.867747156,2.790004162,0.406720893,0.755569556,1.163671061,0.360034477,1.61573621,1.127627167,-1.210417831,-0.409826658
